,Unnamed: 0,tg,lon,lat,twcrPath,era20cPath,eraintPath,merraPath
78,78,"boston,ma_741a_usa.csv",-71.05199999999998,42.355,"./20cr/boston,ma_741a_usa.7z","./era20c/boston,ma_741a_usa.7z","./eraint/boston,ma_741a_usa.7z","./merra/boston,ma_741a_usa.7z"
79,79,boulogne_sur_mer_.csv,1.5777,50.727,./20cr/boulogne_sur_mer_.7z,./era20c/boulogne_sur_mer_.7z,./eraint/boulogne_sur_mer_.7z,./merra/boulogne_sur_mer_.7z
80,80,bournemouth_p988_uk.csv,-1.8749,50.714,./20cr/bournemouth_p988_uk.7z,./era20c/bournemouth_p988_uk.7z,./eraint/bournemouth_p988_uk.7z,./merra/bournemouth_p988_uk.7z
81,81,brest_.csv,-4.5,48.383,./20cr/brest_.7z,./era20c/brest_.7z,./eraint/brest_.7z,./merra/brest_.7z
82,82,bridgeport_usa.csv,-73.182,41.173,./20cr/bridgeport_usa.7z,./era20c/bridgeport_usa.7z,./eraint/bridgeport_usa.7z,./merra/bridgeport_usa.7z
83,83,bridgetown_d_249d_barbados.csv,-59.617,13.1,./20cr/bridgetown_d_249d_barbados.7z,./era20c/bridgetown_d_249d_barbados.7z,./eraint/bridgetown_d_249d_barbados.7z,./merra/bridgetown_d_249d_barbados.7z
84,84,brisbane_002_australia.csv,153.03,-27.468000000000004,./20cr/brisbane_002_australia.7z,./era20c/brisbane_002_australia.7z,./eraint/brisbane_002_australia.7z,./merra/brisbane_002_australia.7z
85,85,brisbane_331a_australia.csv,153.17,-27.366999999999997,./20cr/brisbane_331a_australia.7z,./era20c/brisbane_331a_australia.7z,./eraint/brisbane_331a_australia.7z,./merra/brisbane_331a_australia.7z
86,86,broome_004_australia.csv,122.24,-17.955,./20cr/broome_004_australia.7z,./era20c/broome_004_australia.7z,./eraint/broome_004_australia.7z,./merra/broome_004_australia.7z
87,87,buenaventura_085a_colombia.csv,-77.1,3.9,./20cr/buenaventura_085a_colombia.7z,./era20c/buenaventura_085a_colombia.7z,./eraint/buenaventura_085a_colombia.7z,./merra/buenaventura_085a_colombia.7z
88,88,buenos_aires_285a_argentina.csv,-58.5,-34.667,./20cr/buenos_aires_285a_argentina.7z,./era20c/buenos_aires_285a_argentina.7z,,
89,89,bunbury_006_australia.csv,115.64,-33.327,./20cr/bunbury_006_australia.7z,./era20c/bunbury_006_australia.7z,./eraint/bunbury_006_australia.7z,./merra/bunbury_006_australia.7z
90,90,bundaberg_003_australia.csv,152.35,-24.833000000000002,./20cr/bundaberg_003_australia.7z,./era20c/bundaberg_003_australia.7z,./eraint/bundaberg_003_australia.7z,./merra/bundaberg_003_australia.7z
91,91,bundaberg_332a_australia.csv,152.38,-24.767,./20cr/bundaberg_332a_australia.7z,./era20c/bundaberg_332a_australia.7z,./eraint/bundaberg_332a_australia.7z,./merra/bundaberg_332a_australia.7z
92,92,burnie_005_australia.csv,145.91,-41.053000000000004,./20cr/burnie_005_australia.7z,./era20c/burnie_005_australia.7z,./eraint/burnie_005_australia.7z,./merra/burnie_005_australia.7z
93,93,burnie_344a_australia.csv,145.91,-41.5,./20cr/burnie_344a_australia.7z,./era20c/burnie_344a_australia.7z,./eraint/burnie_344a_australia.7z,./merra/burnie_344a_australia.7z
94,94,cabo_san_lucas_034a_mexico.csv,-109.91,22.88,./20cr/cabo_san_lucas_034a_mexico.7z,./era20c/cabo_san_lucas_034a_mexico.7z,./eraint/cabo_san_lucas_034a_mexico.7z,./merra/cabo_san_lucas_034a_mexico.7z
95,95,cadiz_cadi_spain.csv,-6.2833,36.533,./20cr/cadiz_cadi_spain.7z,./era20c/cadiz_cadi_spain.7z,./eraint/cadiz_cadi_spain.7z,./merra/cadiz_cadi_spain.7z
96,96,cagliari_cagliari_italy.csv,9.1143,39.21,./20cr/cagliari_cagliari_italy.7z,./era20c/cagliari_cagliari_italy.7z,./eraint/cagliari_cagliari_italy.7z,./merra/cagliari_cagliari_italy.7z
97,97,cairns_007_australia.csv,145.78,-16.925,./20cr/cairns_007_australia.7z,./era20c/cairns_007_australia.7z,./eraint/cairns_007_australia.7z,./merra/cairns_007_australia.7z
98,98,calais_.csv,1.8677,50.968999999999994,./20cr/calais_.7z,./era20c/calais_.7z,./eraint/calais_.7z,./merra/calais_.7z
99,99,"caldera,chile_001.csv",-70.833,-27.066999999999997,"./20cr/caldera,chile_001.7z","./era20c/caldera,chile_001.7z","./eraint/caldera,chile_001.7z","./merra/caldera,chile_001.7z"
100,100,callao_b_093b_peru.csv,-77.15,-12.05,./20cr/callao_b_093b_peru.7z,./era20c/callao_b_093b_peru.7z,./eraint/callao_b_093b_peru.7z,./merra/callao_b_093b_peru.7z
101,101,cambridgeii_usa.csv,-76.068,38.573,./20cr/cambridgeii_usa.7z,./era20c/cambridgeii_usa.7z,./eraint/cambridgeii_usa.7z,./merra/cambridgeii_usa.7z
102,102,"campbellriver,bc_08074_canada.csv",-125.25,50.042,"./20cr/campbellriver,bc_08074_canada.7z","./era20c/campbellriver,bc_08074_canada.7z","./eraint/campbellriver,bc_08074_canada.7z","./merra/campbellriver,bc_08074_canada.7z"
103,103,cananeia_281a_brazil.csv,-47.925,-25.017,./20cr/cananeia_281a_brazil.7z,./era20c/cananeia_281a_brazil.7z,./eraint/cananeia_281a_brazil.7z,./merra/cananeia_281a_brazil.7z
104,104,"canavieiras,uscgs_707a_brazil.csv",-38.967,-15.667,"./20cr/canavieiras,uscgs_707a_brazil.7z","./era20c/canavieiras,uscgs_707a_brazil.7z",,
105,105,"capehatteras,u.s.a._001.csv",-75.635,35.223,"./20cr/capehatteras,u.s.a._001.7z","./era20c/capehatteras,u.s.a._001.7z","./eraint/capehatteras,u.s.a._001.7z","./merra/capehatteras,u.s.a._001.7z"
106,106,capemay_usa.csv,-74.96,38.968,./20cr/capemay_usa.7z,./era20c/capemay_usa.7z,./eraint/capemay_usa.7z,./merra/capemay_usa.7z
107,107,cape_ferguson_343a_australia.csv,147.06,-19.277,./20cr/cape_ferguson_343a_australia.7z,./era20c/cape_ferguson_343a_australia.7z,./eraint/cape_ferguson_343a_australia.7z,./merra/cape_ferguson_343a_australia.7z
108,108,"cape_may,nj_746a_usa.csv",-74.96,38.968,"./20cr/cape_may,nj_746a_usa.7z","./era20c/cape_may,nj_746a_usa.7z","./eraint/cape_may,nj_746a_usa.7z","./merra/cape_may,nj_746a_usa.7z"
109,109,cape_town_704a_south_africa.csv,18.433,-33.9,./20cr/cape_town_704a_south_africa.7z,./era20c/cape_town_704a_south_africa.7z,./eraint/cape_town_704a_south_africa.7z,./merra/cape_town_704a_south_africa.7z
110,110,carloforte_carloforte_italy.csv,8.3095,39.148,./20cr/carloforte_carloforte_italy.7z,./era20c/carloforte_carloforte_italy.7z,./eraint/carloforte_carloforte_italy.7z,./merra/carloforte_carloforte_italy.7z
111,111,carnarvon_008_australia.csv,113.66,-24.884,./20cr/carnarvon_008_australia.7z,./era20c/carnarvon_008_australia.7z,./eraint/carnarvon_008_australia.7z,./merra/carnarvon_008_australia.7z
112,112,cartagena_b_265b_colombia.csv,-75.533,10.383,./20cr/cartagena_b_265b_colombia.7z,./era20c/cartagena_b_265b_colombia.7z,./eraint/cartagena_b_265b_colombia.7z,./merra/cartagena_b_265b_colombia.7z
113,113,cascais_209a_portugal.csv,-9.4167,38.692,./20cr/cascais_209a_portugal.7z,./era20c/cascais_209a_portugal.7z,./eraint/cascais_209a_portugal.7z,./merra/cascais_209a_portugal.7z
114,114,casey_130a_australia.csv,110.53,-66.283,./20cr/casey_130a_australia.7z,./era20c/casey_130a_australia.7z,./eraint/casey_130a_australia.7z,./merra/casey_130a_australia.7z
115,115,castletownsend_835a_ireland.csv,-9.1833,51.533,./20cr/castletownsend_835a_ireland.7z,./era20c/castletownsend_835a_ireland.7z,./eraint/castletownsend_835a_ireland.7z,./merra/castletownsend_835a_ireland.7z
116,116,catalina_b_313b_usa.csv,-118.48,33.45,./20cr/catalina_b_313b_usa.7z,./era20c/catalina_b_313b_usa.7z,./eraint/catalina_b_313b_usa.7z,./merra/catalina_b_313b_usa.7z
117,117,catania_catania_italy.csv,15.094000000000001,37.49800000000001,./20cr/catania_catania_italy.7z,./era20c/catania_catania_italy.7z,./eraint/catania_catania_italy.7z,./merra/catania_catania_italy.7z
118,118,cayenne_227a_france.csv,-52.283,4.85,./20cr/cayenne_227a_france.7z,./era20c/cayenne_227a_france.7z,./eraint/cayenne_227a_france.7z,./merra/cayenne_227a_france.7z
119,119,cebu_379a_philippines.csv,123.92,10.3,./20cr/cebu_379a_philippines.7z,./era20c/cebu_379a_philippines.7z,./eraint/cebu_379a_philippines.7z,./merra/cebu_379a_philippines.7z
120,120,cedarkeyii_usa.csv,-83.03200000000002,29.135,./20cr/cedarkeyii_usa.7z,./era20c/cedarkeyii_usa.7z,./eraint/cedarkeyii_usa.7z,./merra/cedarkeyii_usa.7z
121,121,cedros_island_305a_mexico.csv,-115.18,28.1,./20cr/cedros_island_305a_mexico.7z,./era20c/cedros_island_305a_mexico.7z,./eraint/cedros_island_305a_mexico.7z,./merra/cedros_island_305a_mexico.7z
122,122,celestun_861a_mexico.csv,-90.40299999999999,20.858,./20cr/celestun_861a_mexico.7z,./era20c/celestun_861a_mexico.7z,./eraint/celestun_861a_mexico.7z,./merra/celestun_861a_mexico.7z
123,123,cendering_320a_malaysia.csv,103.18,5.2667,./20cr/cendering_320a_malaysia.7z,./era20c/cendering_320a_malaysia.7z,./eraint/cendering_320a_malaysia.7z,./merra/cendering_320a_malaysia.7z
124,124,centuri_france.csv,9.3498,42.966,./20cr/centuri_france.7z,,./eraint/centuri_france.7z,./merra/centuri_france.7z
125,125,ceuta_ceta_spain.csv,-5.3167,35.9,./20cr/ceuta_ceta_spain.7z,./era20c/ceuta_ceta_spain.7z,./eraint/ceuta_ceta_spain.7z,./merra/ceuta_ceta_spain.7z
126,126,chabahar_915a_iran.csv,60.603,25.296999999999997,./20cr/chabahar_915a_iran.7z,./era20c/chabahar_915a_iran.7z,./eraint/chabahar_915a_iran.7z,./merra/chabahar_915a_iran.7z
127,127,champerico_670a_guatemala.csv,-91.917,14.3,./20cr/champerico_670a_guatemala.7z,./era20c/champerico_670a_guatemala.7z,,
128,128,charchanga_138a_bangladesh.csv,91.05,22.217,./20cr/charchanga_138a_bangladesh.7z,./era20c/charchanga_138a_bangladesh.7z,./eraint/charchanga_138a_bangladesh.7z,./merra/charchanga_138a_bangladesh.7z
129,129,"charleston,or_575a_usa.csv",-124.32,43.345,"./20cr/charleston,or_575a_usa.7z","./era20c/charleston,or_575a_usa.7z","./eraint/charleston,or_575a_usa.7z","./merra/charleston,or_575a_usa.7z"
130,130,"charleston,sc_261a_usa.csv",-79.925,32.782,"./20cr/charleston,sc_261a_usa.7z","./era20c/charleston,sc_261a_usa.7z","./eraint/charleston,sc_261a_usa.7z","./merra/charleston,sc_261a_usa.7z"
131,131,"charlottetown,pei_01700_canada.csv",-63.117,46.233000000000004,"./20cr/charlottetown,pei_01700_canada.7z","./era20c/charlottetown,pei_01700_canada.7z","./eraint/charlottetown,pei_01700_canada.7z","./merra/charlottetown,pei_01700_canada.7z"
