,tg,lon,lat,twcrPath,era20cPath,eraintPath,merraPath,erafivePath
214,ferrol_ferrol_spain.csv,-8.326,43.463,./20cr/ferrol_ferrol_spain.csv,./era20c/ferrol_ferrol_spain.csv,./eraint/ferrol_ferrol_spain.csv,./merra/ferrol_ferrol_spain.csv,./erafive/ferrol_ferrol_spain.csv
215,fishguard_p055_uk.csv,-4.9833,52.014,./20cr/fishguard_p055_uk.csv,./era20c/fishguard_p055_uk.csv,./eraint/fishguard_p055_uk.csv,./merra/fishguard_p055_uk.csv,./erafive/fishguard_p055_uk.csv
216,"flores,santa_cruz_210a_portugal.csv",-31.16800000000001,39.378,"./20cr/flores,santa_cruz_210a_portugal.csv","./era20c/flores,santa_cruz_210a_portugal.csv","./eraint/flores,santa_cruz_210a_portugal.csv","./merra/flores,santa_cruz_210a_portugal.csv","./erafive/flores,santa_cruz_210a_portugal.csv"
217,formentera_formentera_spain.csv,1.4189,38.735,./20cr/formentera_formentera_spain.csv,./era20c/formentera_formentera_spain.csv,./eraint/formentera_formentera_spain.csv,./merra/formentera_formentera_spain.csv,./erafive/formentera_formentera_spain.csv
218,forsmark_003_sweden.csv,18.211,60.409,./20cr/forsmark_003_sweden.csv,./era20c/forsmark_003_sweden.csv,./eraint/forsmark_003_sweden.csv,./merra/forsmark_003_sweden.csv,./erafive/forsmark_003_sweden.csv
219,fortaleza_c_283c_brazil.csv,-38.467,-3.7167,./20cr/fortaleza_c_283c_brazil.csv,./era20c/fortaleza_c_283c_brazil.csv,./eraint/fortaleza_c_283c_brazil.csv,./merra/fortaleza_c_283c_brazil.csv,./erafive/fortaleza_c_283c_brazil.csv
220,fortdenison_011_australia.csv,151.23,-33.85,./20cr/fortdenison_011_australia.csv,./era20c/fortdenison_011_australia.csv,./eraint/fortdenison_011_australia.csv,./merra/fortdenison_011_australia.csv,./erafive/fortdenison_011_australia.csv
221,fortmyers_usa.csv,-81.87100000000002,26.648000000000003,./20cr/fortmyers_usa.csv,./era20c/fortmyers_usa.csv,./eraint/fortmyers_usa.csv,./merra/fortmyers_usa.csv,./erafive/fortmyers_usa.csv
222,fortpulaski_usa.csv,-80.902,32.033,./20cr/fortpulaski_usa.csv,./era20c/fortpulaski_usa.csv,./eraint/fortpulaski_usa.csv,./merra/fortpulaski_usa.csv,./erafive/fortpulaski_usa.csv
223,fort_denison_333a_australia.csv,151.23,-33.85,./20cr/fort_denison_333a_australia.csv,./era20c/fort_denison_333a_australia.csv,./eraint/fort_denison_333a_australia.csv,./merra/fort_denison_333a_australia.csv,./erafive/fort_denison_333a_australia.csv
224,fort_de_france_271a_france.csv,-61.05,14.583,./20cr/fort_de_france_271a_france.csv,./era20c/fort_de_france_271a_france.csv,./eraint/fort_de_france_271a_france.csv,./merra/fort_de_france_271a_france.csv,./erafive/fort_de_france_271a_france.csv
225,"fort_pulaski,ga_752a_usa.csv",-80.902,32.033,"./20cr/fort_pulaski,ga_752a_usa.csv","./era20c/fort_pulaski,ga_752a_usa.csv","./eraint/fort_pulaski,ga_752a_usa.csv","./merra/fort_pulaski,ga_752a_usa.csv","./erafive/fort_pulaski,ga_752a_usa.csv"
226,fos_sur_mer_france.csv,4.8929,43.405,./20cr/fos_sur_mer_france.csv,,./eraint/fos_sur_mer_france.csv,./merra/fos_sur_mer_france.csv,./erafive/fos_sur_mer_france.csv
227,freeport_usa.csv,-95.308,28.948,./20cr/freeport_usa.csv,./era20c/freeport_usa.csv,./eraint/freeport_usa.csv,./merra/freeport_usa.csv,./erafive/freeport_usa.csv
228,fremantle_012_australia.csv,115.75,-32.053000000000004,./20cr/fremantle_012_australia.csv,./era20c/fremantle_012_australia.csv,./eraint/fremantle_012_australia.csv,./merra/fremantle_012_australia.csv,./erafive/fremantle_012_australia.csv
229,french_frigate_b_014b_usa.csv,-166.29,23.868,./20cr/french_frigate_b_014b_usa.csv,./era20c/french_frigate_b_014b_usa.csv,./eraint/french_frigate_b_014b_usa.csv,./merra/french_frigate_b_014b_usa.csv,./erafive/french_frigate_b_014b_usa.csv
230,fridayharbor_ocean.labs.__usa.csv,-123.01,48.547,./20cr/fridayharbor_ocean.labs.__usa.csv,./era20c/fridayharbor_ocean.labs.__usa.csv,./eraint/fridayharbor_ocean.labs.__usa.csv,./merra/fridayharbor_ocean.labs.__usa.csv,./erafive/fridayharbor_ocean.labs.__usa.csv
231,fuerteventura_fuerteventura_spain.csv,-13.85,28.5,./20cr/fuerteventura_fuerteventura_spain.csv,./era20c/fuerteventura_fuerteventura_spain.csv,./eraint/fuerteventura_fuerteventura_spain.csv,./merra/fuerteventura_fuerteventura_spain.csv,./erafive/fuerteventura_fuerteventura_spain.csv
232,fukaura_japan.csv,139.93,40.65,./20cr/fukaura_japan.csv,./era20c/fukaura_japan.csv,./eraint/fukaura_japan.csv,./merra/fukaura_japan.csv,./erafive/fukaura_japan.csv
233,fukue_japan.csv,128.85,32.7,./20cr/fukue_japan.csv,./era20c/fukue_japan.csv,./eraint/fukue_japan.csv,./merra/fukue_japan.csv,./erafive/fukue_japan.csv
234,"fulfordharbour,bc_07330_canada.csv",-123.45,48.769,"./20cr/fulfordharbour,bc_07330_canada.csv","./era20c/fulfordharbour,bc_07330_canada.csv","./eraint/fulfordharbour,bc_07330_canada.csv","./merra/fulfordharbour,bc_07330_canada.csv","./erafive/fulfordharbour,bc_07330_canada.csv"
235,"funafuti,tuvalu_001.csv",179.19,-8.525,"./20cr/funafuti,tuvalu_001.csv","./era20c/funafuti,tuvalu_001.csv","./eraint/funafuti,tuvalu_001.csv","./merra/funafuti,tuvalu_001.csv","./erafive/funafuti,tuvalu_001.csv"
236,funchal_b_218b_portugal.csv,-16.907,32.64,./20cr/funchal_b_218b_portugal.csv,./era20c/funchal_b_218b_portugal.csv,./eraint/funchal_b_218b_portugal.csv,./merra/funchal_b_218b_portugal.csv,./erafive/funchal_b_218b_portugal.csv
237,furuogrund_004_sweden.csv,21.231,64.916,./20cr/furuogrund_004_sweden.csv,./era20c/furuogrund_004_sweden.csv,./eraint/furuogrund_004_sweden.csv,./merra/furuogrund_004_sweden.csv,./erafive/furuogrund_004_sweden.csv
238,"galveston,pier_21_775a_usa.csv",-94.79,29.287,"./20cr/galveston,pier_21_775a_usa.csv","./era20c/galveston,pier_21_775a_usa.csv","./eraint/galveston,pier_21_775a_usa.csv","./merra/galveston,pier_21_775a_usa.csv","./erafive/galveston,pier_21_775a_usa.csv"
239,gan_109a_rep._of_maldives.csv,73.152,-0.6867,./20cr/gan_109a_rep._of_maldives.csv,./era20c/gan_109a_rep._of_maldives.csv,./eraint/gan_109a_rep._of_maldives.csv,./merra/gan_109a_rep._of_maldives.csv,./erafive/gan_109a_rep._of_maldives.csv
240,gandia_gandia_spain.csv,-0.152,38.995,./20cr/gandia_gandia_spain.csv,./era20c/gandia_gandia_spain.csv,./eraint/gandia_gandia_spain.csv,./merra/gandia_gandia_spain.csv,./erafive/gandia_gandia_spain.csv
241,gedser_837a_denmark.csv,11.933,54.567,./20cr/gedser_837a_denmark.csv,./era20c/gedser_837a_denmark.csv,./eraint/gedser_837a_denmark.csv,./merra/gedser_837a_denmark.csv,./erafive/gedser_837a_denmark.csv
242,geelong_013_australia.csv,144.36,-38.147,./20cr/geelong_013_australia.csv,./era20c/geelong_013_australia.csv,./eraint/geelong_013_australia.csv,./merra/geelong_013_australia.csv,./erafive/geelong_013_australia.csv
243,genova_genova_italy.csv,8.9253,44.41,./20cr/genova_genova_italy.csv,./era20c/genova_genova_italy.csv,./eraint/genova_genova_italy.csv,./merra/genova_genova_italy.csv,./erafive/genova_genova_italy.csv
244,georgetown_015_australia.csv,146.85,-41.133,./20cr/georgetown_015_australia.csv,./era20c/georgetown_015_australia.csv,./eraint/georgetown_015_australia.csv,./merra/georgetown_015_australia.csv,./erafive/georgetown_015_australia.csv
245,geraldton_014_australia.csv,114.61,-28.773000000000003,./20cr/geraldton_014_australia.csv,./era20c/geraldton_014_australia.csv,./eraint/geraldton_014_australia.csv,./merra/geraldton_014_australia.csv,./erafive/geraldton_014_australia.csv
246,geting_326a_malaysia.csv,102.11,6.2267,./20cr/geting_326a_malaysia.csv,./era20c/geting_326a_malaysia.csv,./eraint/geting_326a_malaysia.csv,./merra/geting_326a_malaysia.csv,./erafive/geting_326a_malaysia.csv
247,gibara_244a_cuba.csv,-76.117,21.117,./20cr/gibara_244a_cuba.csv,./era20c/gibara_244a_cuba.csv,./eraint/gibara_244a_cuba.csv,./merra/gibara_244a_cuba.csv,./erafive/gibara_244a_cuba.csv
248,gibraltar_289a_united_kingdom.csv,-5.35,36.117,./20cr/gibraltar_289a_united_kingdom.csv,./era20c/gibraltar_289a_united_kingdom.csv,./eraint/gibraltar_289a_united_kingdom.csv,./merra/gibraltar_289a_united_kingdom.csv,./erafive/gibraltar_289a_united_kingdom.csv
249,gijon_gijon_spain.csv,-5.698,43.558,./20cr/gijon_gijon_spain.csv,./era20c/gijon_gijon_spain.csv,./eraint/gijon_gijon_spain.csv,./merra/gijon_gijon_spain.csv,./erafive/gijon_gijon_spain.csv
250,gisborne_b_078b_new_zealand.csv,178.03,-38.683,./20cr/gisborne_b_078b_new_zealand.csv,./era20c/gisborne_b_078b_new_zealand.csv,./eraint/gisborne_b_078b_new_zealand.csv,./merra/gisborne_b_078b_new_zealand.csv,./erafive/gisborne_b_078b_new_zealand.csv
251,gladstone_p234_uk.csv,-3.018,53.45,./20cr/gladstone_p234_uk.csv,./era20c/gladstone_p234_uk.csv,./eraint/gladstone_p234_uk.csv,./merra/gladstone_p234_uk.csv,./erafive/gladstone_p234_uk.csv
252,gloucesterpoint_usa.csv,-76.5,37.247,./20cr/gloucesterpoint_usa.csv,./era20c/gloucesterpoint_usa.csv,./eraint/gloucesterpoint_usa.csv,./merra/gloucesterpoint_usa.csv,./erafive/gloucesterpoint_usa.csv
253,gobo_japan.csv,135.17,33.85,./20cr/gobo_japan.csv,./era20c/gobo_japan.csv,./eraint/gobo_japan.csv,./merra/gobo_japan.csv,./erafive/gobo_japan.csv
254,gomera_gomera_spain.csv,-17.0,28.0,./20cr/gomera_gomera_spain.csv,./era20c/gomera_gomera_spain.csv,./eraint/gomera_gomera_spain.csv,./merra/gomera_gomera_spain.csv,./erafive/gomera_gomera_spain.csv
255,goteborgtorshamnen_005_sweden.csv,11.8,57.683,./20cr/goteborgtorshamnen_005_sweden.csv,./era20c/goteborgtorshamnen_005_sweden.csv,./eraint/goteborgtorshamnen_005_sweden.csv,./merra/goteborgtorshamnen_005_sweden.csv,./erafive/goteborgtorshamnen_005_sweden.csv
256,grandisle_usa.csv,-89.95700000000002,29.263,./20cr/grandisle_usa.csv,./era20c/grandisle_usa.csv,./eraint/grandisle_usa.csv,./merra/grandisle_usa.csv,./erafive/grandisle_usa.csv
257,groote_eylandt_145a_australia.csv,136.42,-13.86,./20cr/groote_eylandt_145a_australia.csv,./era20c/groote_eylandt_145a_australia.csv,./eraint/groote_eylandt_145a_australia.csv,./merra/groote_eylandt_145a_australia.csv,./erafive/groote_eylandt_145a_australia.csv
258,guadalupe_036a_mexico.csv,-118.3,28.88300000000001,./20cr/guadalupe_036a_mexico.csv,./era20c/guadalupe_036a_mexico.csv,./eraint/guadalupe_036a_mexico.csv,./merra/guadalupe_036a_mexico.csv,./erafive/guadalupe_036a_mexico.csv
259,guam_053a_usa_trust.csv,144.65,13.433,./20cr/guam_053a_usa_trust.csv,./era20c/guam_053a_usa_trust.csv,./eraint/guam_053a_usa_trust.csv,./merra/guam_053a_usa_trust.csv,./erafive/guam_053a_usa_trust.csv
260,guantanamo_bay_b_251b_cuba.csv,-75.14699999999998,19.907,./20cr/guantanamo_bay_b_251b_cuba.csv,./era20c/guantanamo_bay_b_251b_cuba.csv,./eraint/guantanamo_bay_b_251b_cuba.csv,./merra/guantanamo_bay_b_251b_cuba.csv,./erafive/guantanamo_bay_b_251b_cuba.csv
261,guaymas_397a_mexico.csv,-110.9,27.933000000000003,./20cr/guaymas_397a_mexico.csv,./era20c/guaymas_397a_mexico.csv,./eraint/guaymas_397a_mexico.csv,./merra/guaymas_397a_mexico.csv,./erafive/guaymas_397a_mexico.csv
262,hachinohe_japan.csv,141.53,40.533,./20cr/hachinohe_japan.csv,./era20c/hachinohe_japan.csv,./eraint/hachinohe_japan.csv,./merra/hachinohe_japan.csv,./erafive/hachinohe_japan.csv
263,haikou_638a_china.csv,110.28,20.017,./20cr/haikou_638a_china.csv,./era20c/haikou_638a_china.csv,./eraint/haikou_638a_china.csv,./merra/haikou_638a_china.csv,./erafive/haikou_638a_china.csv
264,hakodate_japan.csv,140.73,41.783,./20cr/hakodate_japan.csv,./era20c/hakodate_japan.csv,./eraint/hakodate_japan.csv,./merra/hakodate_japan.csv,./erafive/hakodate_japan.csv
265,"halifax,ns_00490_canada.csv",-63.583,44.667,"./20cr/halifax,ns_00490_canada.csv","./era20c/halifax,ns_00490_canada.csv","./eraint/halifax,ns_00490_canada.csv","./merra/halifax,ns_00490_canada.csv","./erafive/halifax,ns_00490_canada.csv"
266,hamada_japan.csv,132.07,34.9,./20cr/hamada_japan.csv,./era20c/hamada_japan.csv,./eraint/hamada_japan.csv,./merra/hamada_japan.csv,./erafive/hamada_japan.csv
267,hamina_002_finland.csv,27.179,60.563,./20cr/hamina_002_finland.csv,./era20c/hamina_002_finland.csv,./eraint/hamina_002_finland.csv,./merra/hamina_002_finland.csv,./erafive/hamina_002_finland.csv
268,hanasaki_japan.csv,145.57,43.283,./20cr/hanasaki_japan.csv,./era20c/hanasaki_japan.csv,./eraint/hanasaki_japan.csv,./merra/hanasaki_japan.csv,./erafive/hanasaki_japan.csv
269,hanimaadhoo_b_117b_rep._of_maldives.csv,73.167,6.7667,./20cr/hanimaadhoo_b_117b_rep._of_maldives.csv,./era20c/hanimaadhoo_b_117b_rep._of_maldives.csv,./eraint/hanimaadhoo_b_117b_rep._of_maldives.csv,./merra/hanimaadhoo_b_117b_rep._of_maldives.csv,./erafive/hanimaadhoo_b_117b_rep._of_maldives.csv
270,hanko_003_finland.csv,22.977,59.823,./20cr/hanko_003_finland.csv,./era20c/hanko_003_finland.csv,./eraint/hanko_003_finland.csv,./merra/hanko_003_finland.csv,./erafive/hanko_003_finland.csv
271,"harvest_oil_p.,ca_594a_usa.csv",-120.67,34.468,"./20cr/harvest_oil_p.,ca_594a_usa.csv","./era20c/harvest_oil_p.,ca_594a_usa.csv","./eraint/harvest_oil_p.,ca_594a_usa.csv","./merra/harvest_oil_p.,ca_594a_usa.csv","./erafive/harvest_oil_p.,ca_594a_usa.csv"
272,harwich_p022_uk.csv,1.2845,51.947,./20cr/harwich_p022_uk.csv,./era20c/harwich_p022_uk.csv,./eraint/harwich_p022_uk.csv,./merra/harwich_p022_uk.csv,./erafive/harwich_p022_uk.csv
273,heimsjoe_001_norway.csv,9.1014,63.425,./20cr/heimsjoe_001_norway.csv,./era20c/heimsjoe_001_norway.csv,./eraint/heimsjoe_001_norway.csv,./merra/heimsjoe_001_norway.csv,./erafive/heimsjoe_001_norway.csv
274,helsinki_004_finland.csv,24.956,60.154,./20cr/helsinki_004_finland.csv,./era20c/helsinki_004_finland.csv,./eraint/helsinki_004_finland.csv,./merra/helsinki_004_finland.csv,./erafive/helsinki_004_finland.csv
275,heysham_p050_uk.csv,-2.9204,54.032,./20cr/heysham_p050_uk.csv,./era20c/heysham_p050_uk.csv,./eraint/heysham_p050_uk.csv,./merra/heysham_p050_uk.csv,./erafive/heysham_p050_uk.csv
276,hillarys_132a_australia.csv,115.74,-31.825,./20cr/hillarys_132a_australia.csv,./era20c/hillarys_132a_australia.csv,./eraint/hillarys_132a_australia.csv,./merra/hillarys_132a_australia.csv,./erafive/hillarys_132a_australia.csv
277,"hilo,_hawaii_060a_usa.csv",-155.07,19.733,"./20cr/hilo,_hawaii_060a_usa.csv","./era20c/hilo,_hawaii_060a_usa.csv","./eraint/hilo,_hawaii_060a_usa.csv","./merra/hilo,_hawaii_060a_usa.csv","./erafive/hilo,_hawaii_060a_usa.csv"
278,hinkleypoint_p003_uk.csv,-3.1343,51.215,./20cr/hinkleypoint_p003_uk.csv,./era20c/hinkleypoint_p003_uk.csv,./eraint/hinkleypoint_p003_uk.csv,./merra/hinkleypoint_p003_uk.csv,./erafive/hinkleypoint_p003_uk.csv
279,hiron_point_134a_bangladesh.csv,89.46700000000001,21.783,./20cr/hiron_point_134a_bangladesh.csv,./era20c/hiron_point_134a_bangladesh.csv,./eraint/hiron_point_134a_bangladesh.csv,./merra/hiron_point_134a_bangladesh.csv,./erafive/hiron_point_134a_bangladesh.csv
280,hiva_oa_017a_french_polynesia.csv,-139.03,-9.81,./20cr/hiva_oa_017a_french_polynesia.csv,./era20c/hiva_oa_017a_french_polynesia.csv,,,
281,hobart_016_australia.csv,147.33,-42.883,./20cr/hobart_016_australia.csv,./era20c/hobart_016_australia.csv,./eraint/hobart_016_australia.csv,./merra/hobart_016_australia.csv,./erafive/hobart_016_australia.csv
282,hoekvanholla_hvh_nl.csv,4.12,51.977,./20cr/hoekvanholla_hvh_nl.csv,./era20c/hoekvanholla_hvh_nl.csv,./eraint/hoekvanholla_hvh_nl.csv,./merra/hoekvanholla_hvh_nl.csv,./erafive/hoekvanholla_hvh_nl.csv
283,hofu_japan.csv,131.58,34.033,./20cr/hofu_japan.csv,./era20c/hofu_japan.csv,./eraint/hofu_japan.csv,./merra/hofu_japan.csv,./erafive/hofu_japan.csv
284,holyhead_p054_uk.csv,-4.6312,53.308,./20cr/holyhead_p054_uk.csv,./era20c/holyhead_p054_uk.csv,./eraint/holyhead_p054_uk.csv,./merra/holyhead_p054_uk.csv,./erafive/holyhead_p054_uk.csv
285,hong_kong_b_329b_china.csv,114.2,22.3,./20cr/hong_kong_b_329b_china.csv,./era20c/hong_kong_b_329b_china.csv,./eraint/hong_kong_b_329b_china.csv,./merra/hong_kong_b_329b_china.csv,./erafive/hong_kong_b_329b_china.csv
286,"honiara,solomonislands_001.csv",159.96,-9.425,"./20cr/honiara,solomonislands_001.csv","./era20c/honiara,solomonislands_001.csv","./eraint/honiara,solomonislands_001.csv","./merra/honiara,solomonislands_001.csv","./erafive/honiara,solomonislands_001.csv"
287,honmoku_japan.csv,139.67,35.433,./20cr/honmoku_japan.csv,./era20c/honmoku_japan.csv,,,
288,honningsvaag_002_norway.csv,25.97300000000001,70.98,./20cr/honningsvaag_002_norway.csv,./era20c/honningsvaag_002_norway.csv,./eraint/honningsvaag_002_norway.csv,./merra/honningsvaag_002_norway.csv,./erafive/honningsvaag_002_norway.csv
289,"honolulu_b,hawaii_057b_usa.csv",-157.86,21.295,"./20cr/honolulu_b,hawaii_057b_usa.csv","./era20c/honolulu_b,hawaii_057b_usa.csv","./eraint/honolulu_b,hawaii_057b_usa.csv","./merra/honolulu_b,hawaii_057b_usa.csv","./erafive/honolulu_b,hawaii_057b_usa.csv"
290,hon_dau_b_650b_vietnam.csv,106.82,20.667,./20cr/hon_dau_b_650b_vietnam.csv,./era20c/hon_dau_b_650b_vietnam.csv,,,
291,hornbaek_838a_denmark.csv,12.467,56.1,./20cr/hornbaek_838a_denmark.csv,./era20c/hornbaek_838a_denmark.csv,./eraint/hornbaek_838a_denmark.csv,./merra/hornbaek_838a_denmark.csv,./erafive/hornbaek_838a_denmark.csv
292,"horta,azores_212a_portugal.csv",-28.622,38.533,"./20cr/horta,azores_212a_portugal.csv","./era20c/horta,azores_212a_portugal.csv","./eraint/horta,azores_212a_portugal.csv","./merra/horta,azores_212a_portugal.csv","./erafive/horta,azores_212a_portugal.csv"
293,hosojima_358a_japan.csv,131.68,32.417,./20cr/hosojima_358a_japan.csv,./era20c/hosojima_358a_japan.csv,,,
294,huelva_huelva_spain.csv,-6.834,37.132,./20cr/huelva_huelva_spain.csv,./era20c/huelva_huelva_spain.csv,./eraint/huelva_huelva_spain.csv,./merra/huelva_huelva_spain.csv,./erafive/huelva_huelva_spain.csv
295,"humboldt_bay,_ca_576a_usa.csv",-124.22,40.767,"./20cr/humboldt_bay,_ca_576a_usa.csv","./era20c/humboldt_bay,_ca_576a_usa.csv","./eraint/humboldt_bay,_ca_576a_usa.csv","./merra/humboldt_bay,_ca_576a_usa.csv","./erafive/humboldt_bay,_ca_576a_usa.csv"
296,ibiza_ibiza_spain.csv,1.4497,38.911,./20cr/ibiza_ibiza_spain.csv,./era20c/ibiza_ibiza_spain.csv,./eraint/ibiza_ibiza_spain.csv,./merra/ibiza_ibiza_spain.csv,./erafive/ibiza_ibiza_spain.csv
297,ile_royale_850a_france.csv,-52.585,5.285,./20cr/ile_royale_850a_france.csv,./era20c/ile_royale_850a_france.csv,./eraint/ile_royale_850a_france.csv,./merra/ile_royale_850a_france.csv,./erafive/ile_royale_850a_france.csv
298,ilfracombe_p061_uk.csv,-4.1109,51.21100000000001,./20cr/ilfracombe_p061_uk.csv,./era20c/ilfracombe_p061_uk.csv,./eraint/ilfracombe_p061_uk.csv,./merra/ilfracombe_p061_uk.csv,./erafive/ilfracombe_p061_uk.csv
299,"ilha_fiscal,rj_280a_brazil.csv",-43.165,-22.897,"./20cr/ilha_fiscal,rj_280a_brazil.csv","./era20c/ilha_fiscal,rj_280a_brazil.csv","./eraint/ilha_fiscal,rj_280a_brazil.csv","./merra/ilha_fiscal,rj_280a_brazil.csv","./erafive/ilha_fiscal,rj_280a_brazil.csv"
300,"ilulissat,greenland_001.csv",-51.1,69.217,"./20cr/ilulissat,greenland_001.csv","./era20c/ilulissat,greenland_001.csv","./eraint/ilulissat,greenland_001.csv","./merra/ilulissat,greenland_001.csv","./erafive/ilulissat,greenland_001.csv"
301,imbituba_718a_brazil.csv,-48.4,-28.13300000000001,./20cr/imbituba_718a_brazil.csv,./era20c/imbituba_718a_brazil.csv,./eraint/imbituba_718a_brazil.csv,./merra/imbituba_718a_brazil.csv,./erafive/imbituba_718a_brazil.csv
302,immingham_p026_uk.csv,-0.18603,53.631,./20cr/immingham_p026_uk.csv,./era20c/immingham_p026_uk.csv,./eraint/immingham_p026_uk.csv,./merra/immingham_p026_uk.csv,./erafive/immingham_p026_uk.csv
303,imperia_imperia_italy.csv,8.0188,43.878,./20cr/imperia_imperia_italy.csv,./era20c/imperia_imperia_italy.csv,./eraint/imperia_imperia_italy.csv,./merra/imperia_imperia_italy.csv,./erafive/imperia_imperia_italy.csv
304,irouzaki_japan.csv,138.85,34.617,./20cr/irouzaki_japan.csv,./era20c/irouzaki_japan.csv,./eraint/irouzaki_japan.csv,./merra/irouzaki_japan.csv,./erafive/irouzaki_japan.csv
305,"isabel_segunda,_pr_732a_usa.csv",-65.443,18.152,"./20cr/isabel_segunda,_pr_732a_usa.csv","./era20c/isabel_segunda,_pr_732a_usa.csv","./eraint/isabel_segunda,_pr_732a_usa.csv","./merra/isabel_segunda,_pr_732a_usa.csv","./erafive/isabel_segunda,_pr_732a_usa.csv"
306,ishigaki_japan.csv,124.15,24.333,./20cr/ishigaki_japan.csv,./era20c/ishigaki_japan.csv,./eraint/ishigaki_japan.csv,./merra/ishigaki_japan.csv,./erafive/ishigaki_japan.csv
307,"isladapascua_e,chile_001.csv",-109.45,-27.15,"./20cr/isladapascua_e,chile_001.csv","./era20c/isladapascua_e,chile_001.csv","./eraint/isladapascua_e,chile_001.csv","./merra/isladapascua_e,chile_001.csv","./erafive/isladapascua_e,chile_001.csv"
308,iwasaki_japan.csv,139.92,40.583,./20cr/iwasaki_japan.csv,./era20c/iwasaki_japan.csv,,,
309,"i_royal,anselegoff_851a_france.csv",-52.587,5.2883,"./20cr/i_royal,anselegoff_851a_france.csv","./era20c/i_royal,anselegoff_851a_france.csv","./eraint/i_royal,anselegoff_851a_france.csv","./merra/i_royal,anselegoff_851a_france.csv","./erafive/i_royal,anselegoff_851a_france.csv"
310,jackson_403a_new_zealand.csv,168.62,-43.983,./20cr/jackson_403a_new_zealand.csv,./era20c/jackson_403a_new_zealand.csv,./eraint/jackson_403a_new_zealand.csv,./merra/jackson_403a_new_zealand.csv,./erafive/jackson_403a_new_zealand.csv
311,jakarta_161a_indonesia.csv,106.85,-6.1167,./20cr/jakarta_161a_indonesia.csv,./era20c/jakarta_161a_indonesia.csv,./eraint/jakarta_161a_indonesia.csv,./merra/jakarta_161a_indonesia.csv,./erafive/jakarta_161a_indonesia.csv
312,johnston_052a_usa_trust.csv,-169.53,16.738,./20cr/johnston_052a_usa_trust.csv,./era20c/johnston_052a_usa_trust.csv,./eraint/johnston_052a_usa_trust.csv,./merra/johnston_052a_usa_trust.csv,./erafive/johnston_052a_usa_trust.csv
313,johor_baharu_321a_malaysia.csv,103.79,1.4617,./20cr/johor_baharu_321a_malaysia.csv,./era20c/johor_baharu_321a_malaysia.csv,./eraint/johor_baharu_321a_malaysia.csv,./merra/johor_baharu_321a_malaysia.csv,./erafive/johor_baharu_321a_malaysia.csv
314,jolo_373a_philippines.csv,121.0,6.0667,./20cr/jolo_373a_philippines.csv,./era20c/jolo_373a_philippines.csv,./eraint/jolo_373a_philippines.csv,./merra/jolo_373a_philippines.csv,./erafive/jolo_373a_philippines.csv
315,juan_fernandez_b_021b_chile.csv,-78.833,-33.622,./20cr/juan_fernandez_b_021b_chile.csv,./era20c/juan_fernandez_b_021b_chile.csv,./eraint/juan_fernandez_b_021b_chile.csv,./merra/juan_fernandez_b_021b_chile.csv,./erafive/juan_fernandez_b_021b_chile.csv
316,juneau_usa.csv,-134.41,58.298,./20cr/juneau_usa.csv,./era20c/juneau_usa.csv,./eraint/juneau_usa.csv,./merra/juneau_usa.csv,./erafive/juneau_usa.csv
317,kagoshima_japan.csv,130.57,31.583,./20cr/kagoshima_japan.csv,./era20c/kagoshima_japan.csv,./eraint/kagoshima_japan.csv,./merra/kagoshima_japan.csv,./erafive/kagoshima_japan.csv
318,kahului_059a_usa.csv,-156.47,20.9,./20cr/kahului_059a_usa.csv,./era20c/kahului_059a_usa.csv,./eraint/kahului_059a_usa.csv,./merra/kahului_059a_usa.csv,./erafive/kahului_059a_usa.csv
319,kalix_006_sweden.csv,23.096,65.697,./20cr/kalix_006_sweden.csv,./era20c/kalix_006_sweden.csv,./eraint/kalix_006_sweden.csv,./merra/kalix_006_sweden.csv,./erafive/kalix_006_sweden.csv
320,kanmen_a_632a_china.csv,121.28,28.088,./20cr/kanmen_a_632a_china.csv,./era20c/kanmen_a_632a_china.csv,./eraint/kanmen_a_632a_china.csv,./merra/kanmen_a_632a_china.csv,./erafive/kanmen_a_632a_china.csv
321,"kanton_b,kiribati_001.csv",-171.72,-2.81,"./20cr/kanton_b,kiribati_001.csv","./era20c/kanton_b,kiribati_001.csv","./eraint/kanton_b,kiribati_001.csv","./merra/kanton_b,kiribati_001.csv","./erafive/kanton_b,kiribati_001.csv"
322,kaohsiung_340a_republic_of_china.csv,120.29,22.615,./20cr/kaohsiung_340a_republic_of_china.csv,./era20c/kaohsiung_340a_republic_of_china.csv,./eraint/kaohsiung_340a_republic_of_china.csv,./merra/kaohsiung_340a_republic_of_china.csv,./erafive/kaohsiung_340a_republic_of_china.csv
323,kapingamarangi_029a_fd._st._micronesia.csv,154.78,1.0983,./20cr/kapingamarangi_029a_fd._st._micronesia.csv,./era20c/kapingamarangi_029a_fd._st._micronesia.csv,./eraint/kapingamarangi_029a_fd._st._micronesia.csv,./merra/kapingamarangi_029a_fd._st._micronesia.csv,./erafive/kapingamarangi_029a_fd._st._micronesia.csv
324,karachi_b_147b_pakistan.csv,66.967,24.8,./20cr/karachi_b_147b_pakistan.csv,./era20c/karachi_b_147b_pakistan.csv,./eraint/karachi_b_147b_pakistan.csv,./merra/karachi_b_147b_pakistan.csv,./erafive/karachi_b_147b_pakistan.csv
