,tg,lon,lat,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
232,fukaura_japan,139.93,40.65,./20cr/fukaura_japan.7z,./era20c/fukaura_japan.7z,./eraint/fukaura_japan.7z,./merra/fukaura_japan.7z,./erafive/fukaura_japan.7z,0.08722311,0.085438924,0.082322871,0.079307595,0.08143098,MERRA,,,,- best reconstruction,
233,fukue_japan,128.85,32.7,./20cr/fukue_japan.7z,./era20c/fukue_japan.7z,./eraint/fukue_japan.7z,./merra/fukue_japan.7z,./erafive/fukue_japan.7z,0.078578164,0.068782081,0.066525313,0.069232266,0.066898241,ERA-Interim,,,- best reconstruction,,
234,"fulfordharbour,bc_07330_canada",-123.45,48.769,"./20cr/fulfordharbour,bc_07330_canada.7z","./era20c/fulfordharbour,bc_07330_canada.7z","./eraint/fulfordharbour,bc_07330_canada.7z","./merra/fulfordharbour,bc_07330_canada.7z","./erafive/fulfordharbour,bc_07330_canada.7z",0.114765387,0.107758216,0.11583014,0.110206826,0.113519273,ERA-20c,,- best reconstruction,,,
235,"funafuti,tuvalu_001",179.19,-8.525,"./20cr/funafuti,tuvalu_001.7z","./era20c/funafuti,tuvalu_001.7z","./eraint/funafuti,tuvalu_001.7z","./merra/funafuti,tuvalu_001.7z","./erafive/funafuti,tuvalu_001.7z",0.040052985,0.039957122,0.041182021,0.03971036,0.040614319,MERRA,,,,- best reconstruction,
236,funchal_b_218b_portugal,-16.907,32.64,./20cr/funchal_b_218b_portugal.7z,./era20c/funchal_b_218b_portugal.7z,./eraint/funchal_b_218b_portugal.7z,./merra/funchal_b_218b_portugal.7z,./erafive/funchal_b_218b_portugal.7z,0.05399574,0.061207838,0.054346731,0.055851765,0.056275397,20CR,- best reconstruction,,,,
237,furuogrund_004_sweden,21.231,64.916,./20cr/furuogrund_004_sweden.7z,./era20c/furuogrund_004_sweden.7z,./eraint/furuogrund_004_sweden.7z,./merra/furuogrund_004_sweden.7z,./erafive/furuogrund_004_sweden.7z,0.195635871,0.162503709,0.15011396,0.154440949,0.158835454,ERA-Interim,,,- best reconstruction,,
238,"galveston,pier_21_775a_usa",-94.79,29.287,"./20cr/galveston,pier_21_775a_usa.7z","./era20c/galveston,pier_21_775a_usa.7z","./eraint/galveston,pier_21_775a_usa.7z","./merra/galveston,pier_21_775a_usa.7z","./erafive/galveston,pier_21_775a_usa.7z",0.130434003,0.111067761,0.108815403,0.121196076,0.115082743,ERA-Interim,,,- best reconstruction,,
239,gan_109a_rep._of_maldives,73.152,-0.6867,./20cr/gan_109a_rep._of_maldives.7z,./era20c/gan_109a_rep._of_maldives.7z,./eraint/gan_109a_rep._of_maldives.7z,./merra/gan_109a_rep._of_maldives.7z,./erafive/gan_109a_rep._of_maldives.7z,0.03842309,0.035576729,0.034514316,0.034560837,0.034856303,ERA-Interim,,,- best reconstruction,,
240,gandia_gandia_spain,-0.152,38.995,./20cr/gandia_gandia_spain.7z,./era20c/gandia_gandia_spain.7z,./eraint/gandia_gandia_spain.7z,./merra/gandia_gandia_spain.7z,./erafive/gandia_gandia_spain.7z,0.065995745,0.081109044,0.064044612,0.06968386,0.058697542,ERA-FIVE,,,,,- best reconstruction
241,gedser_837a_denmark,11.933,54.567,./20cr/gedser_837a_denmark.7z,./era20c/gedser_837a_denmark.7z,./eraint/gedser_837a_denmark.7z,./merra/gedser_837a_denmark.7z,./erafive/gedser_837a_denmark.7z,0.199730428,0.167611348,0.183964915,0.199787206,0.169069726,ERA-20c,,- best reconstruction,,,
242,geelong_013_australia,144.36,-38.147,./20cr/geelong_013_australia.7z,./era20c/geelong_013_australia.7z,./eraint/geelong_013_australia.7z,./merra/geelong_013_australia.7z,./erafive/geelong_013_australia.7z,0.095806505,0.086015143,0.072350298,0.075645825,0.074308601,ERA-Interim,,,- best reconstruction,,
243,genova_genova_italy,8.9253,44.41,./20cr/genova_genova_italy.7z,./era20c/genova_genova_italy.7z,./eraint/genova_genova_italy.7z,./merra/genova_genova_italy.7z,./erafive/genova_genova_italy.7z,0.085323343,0.082316225,0.109396711,0.095514692,0.082950157,ERA-20c,,- best reconstruction,,,
244,georgetown_015_australia,146.85,-41.133,./20cr/georgetown_015_australia.7z,./era20c/georgetown_015_australia.7z,./eraint/georgetown_015_australia.7z,./merra/georgetown_015_australia.7z,./erafive/georgetown_015_australia.7z,0.137931679,0.143694455,0.100609905,0.10056004,0.100817351,MERRA,,,,- best reconstruction,
245,geraldton_014_australia,114.61,-28.773,./20cr/geraldton_014_australia.7z,./era20c/geraldton_014_australia.7z,./eraint/geraldton_014_australia.7z,./merra/geraldton_014_australia.7z,./erafive/geraldton_014_australia.7z,0.135842918,0.086949663,0.086165953,0.13073506,0.075436599,ERA-FIVE,,,,,- best reconstruction
246,geting_326a_malaysia,102.11,6.2267,./20cr/geting_326a_malaysia.7z,./era20c/geting_326a_malaysia.7z,./eraint/geting_326a_malaysia.7z,./merra/geting_326a_malaysia.7z,./erafive/geting_326a_malaysia.7z,0.102602915,0.114575812,0.107867538,0.102613076,0.10886583,20CR,- best reconstruction,,,,
247,gibara_244a_cuba,-76.117,21.117,./20cr/gibara_244a_cuba.7z,./era20c/gibara_244a_cuba.7z,./eraint/gibara_244a_cuba.7z,./merra/gibara_244a_cuba.7z,./erafive/gibara_244a_cuba.7z,0.055959469,0.056902189,0.057338812,0.055125966,0.055919724,MERRA,,,,- best reconstruction,
248,gibraltar_289a_united_kingdom,-5.35,36.117,./20cr/gibraltar_289a_united_kingdom.7z,./era20c/gibraltar_289a_united_kingdom.7z,./eraint/gibraltar_289a_united_kingdom.7z,./merra/gibraltar_289a_united_kingdom.7z,./erafive/gibraltar_289a_united_kingdom.7z,0.097549732,0.086477033,0.060354503,0.064399835,0.094568158,ERA-Interim,,,- best reconstruction,,
249,gijon_gijon_spain,-5.698,43.558,./20cr/gijon_gijon_spain.7z,./era20c/gijon_gijon_spain.7z,./eraint/gijon_gijon_spain.7z,./merra/gijon_gijon_spain.7z,./erafive/gijon_gijon_spain.7z,0.07993604,0.079912374,0.072500799,0.074296146,0.070086512,ERA-FIVE,,,,,- best reconstruction
250,gisborne_b_078b_new_zealand,178.03,-38.683,./20cr/gisborne_b_078b_new_zealand.7z,./era20c/gisborne_b_078b_new_zealand.7z,./eraint/gisborne_b_078b_new_zealand.7z,./merra/gisborne_b_078b_new_zealand.7z,./erafive/gisborne_b_078b_new_zealand.7z,0.078688163,0.080205919,0.0768283,0.078494698,0.087181811,ERA-Interim,,,- best reconstruction,,
251,gladstone_p234_uk,-3.018,53.45,./20cr/gladstone_p234_uk.7z,./era20c/gladstone_p234_uk.7z,./eraint/gladstone_p234_uk.7z,./merra/gladstone_p234_uk.7z,./erafive/gladstone_p234_uk.7z,0.227603617,0.208555605,0.202023557,0.2146776,0.199552175,ERA-FIVE,,,,,- best reconstruction
252,gloucesterpoint_usa,-76.5,37.247,./20cr/gloucesterpoint_usa.7z,./era20c/gloucesterpoint_usa.7z,./eraint/gloucesterpoint_usa.7z,./merra/gloucesterpoint_usa.7z,./erafive/gloucesterpoint_usa.7z,0.1280779,0.132625065,0.130515967,0.138613302,0.118382968,ERA-FIVE,,,,,- best reconstruction
253,gobo_japan,135.17,33.85,./20cr/gobo_japan.7z,./era20c/gobo_japan.7z,./eraint/gobo_japan.7z,./merra/gobo_japan.7z,./erafive/gobo_japan.7z,0.086266459,0.080982875,0.086701662,0.097452184,0.079844671,ERA-FIVE,,,,,- best reconstruction
254,gomera_gomera_spain,-17,28,./20cr/gomera_gomera_spain.7z,./era20c/gomera_gomera_spain.7z,./eraint/gomera_gomera_spain.7z,./merra/gomera_gomera_spain.7z,./erafive/gomera_gomera_spain.7z,0.051321941,0.055835637,0.048445701,0.04935549,0.049432045,ERA-Interim,,,- best reconstruction,,
255,goteborgtorshamnen_005_sweden,11.8,57.683,./20cr/goteborgtorshamnen_005_sweden.7z,./era20c/goteborgtorshamnen_005_sweden.7z,./eraint/goteborgtorshamnen_005_sweden.7z,./merra/goteborgtorshamnen_005_sweden.7z,./erafive/goteborgtorshamnen_005_sweden.7z,0.130432386,0.13131083,0.116777599,0.116473517,0.117340181,MERRA,,,,- best reconstruction,
256,grandisle_usa,-89.957,29.263,./20cr/grandisle_usa.7z,./era20c/grandisle_usa.7z,./eraint/grandisle_usa.7z,./merra/grandisle_usa.7z,./erafive/grandisle_usa.7z,0.104331815,0.083318135,0.072611535,0.072525633,0.084195787,MERRA,,,,- best reconstruction,
257,groote_eylandt_145a_australia,136.42,-13.86,./20cr/groote_eylandt_145a_australia.7z,./era20c/groote_eylandt_145a_australia.7z,./eraint/groote_eylandt_145a_australia.7z,./merra/groote_eylandt_145a_australia.7z,./erafive/groote_eylandt_145a_australia.7z,0.108055813,0.095955383,0.112017023,0.100110548,0.102591079,ERA-20c,,- best reconstruction,,,
258,guadalupe_036a_mexico,-118.3,28.883,./20cr/guadalupe_036a_mexico.7z,./era20c/guadalupe_036a_mexico.7z,./eraint/guadalupe_036a_mexico.7z,./merra/guadalupe_036a_mexico.7z,./erafive/guadalupe_036a_mexico.7z,0.057598386,0.056139658,0.055210374,0.056843073,0.056197772,ERA-Interim,,,- best reconstruction,,
259,guam_053a_usa_trust,144.65,13.433,./20cr/guam_053a_usa_trust.7z,./era20c/guam_053a_usa_trust.7z,./eraint/guam_053a_usa_trust.7z,./merra/guam_053a_usa_trust.7z,./erafive/guam_053a_usa_trust.7z,0.044413995,0.042290855,0.042216357,0.041852231,0.041412189,ERA-FIVE,,,,,- best reconstruction
260,guantanamo_bay_b_251b_cuba,-75.147,19.907,./20cr/guantanamo_bay_b_251b_cuba.7z,./era20c/guantanamo_bay_b_251b_cuba.7z,./eraint/guantanamo_bay_b_251b_cuba.7z,./merra/guantanamo_bay_b_251b_cuba.7z,./erafive/guantanamo_bay_b_251b_cuba.7z,0.035322862,0.03572031,0.036639778,0.037312792,0.040257759,20CR,- best reconstruction,,,,
261,guaymas_397a_mexico,-110.9,27.933,./20cr/guaymas_397a_mexico.7z,./era20c/guaymas_397a_mexico.7z,./eraint/guaymas_397a_mexico.7z,./merra/guaymas_397a_mexico.7z,./erafive/guaymas_397a_mexico.7z,0.077847529,0.077546617,0.075790159,0.084672027,0.075458343,ERA-FIVE,,,,,- best reconstruction
262,hachinohe_japan,141.53,40.533,./20cr/hachinohe_japan.7z,./era20c/hachinohe_japan.7z,./eraint/hachinohe_japan.7z,./merra/hachinohe_japan.7z,./erafive/hachinohe_japan.7z,0.077890229,0.063346629,0.054215476,0.064112612,0.065134293,ERA-Interim,,,- best reconstruction,,
263,haikou_638a_china,110.28,20.017,./20cr/haikou_638a_china.7z,./era20c/haikou_638a_china.7z,./eraint/haikou_638a_china.7z,./merra/haikou_638a_china.7z,./erafive/haikou_638a_china.7z,0.096792701,0.10672811,0.098304605,0.090817256,0.096539642,MERRA,,,,- best reconstruction,
264,hakodate_japan,140.73,41.783,./20cr/hakodate_japan.7z,./era20c/hakodate_japan.7z,./eraint/hakodate_japan.7z,./merra/hakodate_japan.7z,./erafive/hakodate_japan.7z,0.083322873,0.082429058,0.069742711,0.065639904,0.061490879,ERA-FIVE,,,,,- best reconstruction
265,"halifax,ns_00490_canada",-63.583,44.667,"./20cr/halifax,ns_00490_canada.7z","./era20c/halifax,ns_00490_canada.7z","./eraint/halifax,ns_00490_canada.7z","./merra/halifax,ns_00490_canada.7z","./erafive/halifax,ns_00490_canada.7z",0.115927381,0.111790467,0.119987328,0.119310666,0.118375824,ERA-20c,,- best reconstruction,,,
266,hamada_japan,132.07,34.9,./20cr/hamada_japan.7z,./era20c/hamada_japan.7z,./eraint/hamada_japan.7z,./merra/hamada_japan.7z,./erafive/hamada_japan.7z,0.086840952,0.075934085,0.076104647,0.075865909,0.075856997,ERA-FIVE,,,,,- best reconstruction
267,hamina_002_finland,27.179,60.563,./20cr/hamina_002_finland.7z,./era20c/hamina_002_finland.7z,./eraint/hamina_002_finland.7z,./merra/hamina_002_finland.7z,./erafive/hamina_002_finland.7z,0.215413688,0.197037867,0.160922279,0.173588454,0.1647066,ERA-Interim,,,- best reconstruction,,
268,hanasaki_japan,145.57,43.283,./20cr/hanasaki_japan.7z,./era20c/hanasaki_japan.7z,./eraint/hanasaki_japan.7z,./merra/hanasaki_japan.7z,./erafive/hanasaki_japan.7z,0.085493827,0.113205483,0.08642255,0.065703964,0.068526892,MERRA,,,,- best reconstruction,
269,hanimaadhoo_b_117b_rep._of_maldives,73.167,6.7667,./20cr/hanimaadhoo_b_117b_rep._of_maldives.7z,./era20c/hanimaadhoo_b_117b_rep._of_maldives.7z,./eraint/hanimaadhoo_b_117b_rep._of_maldives.7z,./merra/hanimaadhoo_b_117b_rep._of_maldives.7z,./erafive/hanimaadhoo_b_117b_rep._of_maldives.7z,0.047800448,0.044389084,0.04357086,0.046099988,0.043426718,ERA-FIVE,,,,,- best reconstruction
270,hanko_003_finland,22.977,59.823,./20cr/hanko_003_finland.7z,./era20c/hanko_003_finland.7z,./eraint/hanko_003_finland.7z,./merra/hanko_003_finland.7z,./erafive/hanko_003_finland.7z,0.142028341,0.165498747,0.133990245,0.128838397,0.125503041,ERA-FIVE,,,,,- best reconstruction
271,"harvest_oil_p.,ca_594a_usa",-120.67,34.468,"./20cr/harvest_oil_p.,ca_594a_usa.7z","./era20c/harvest_oil_p.,ca_594a_usa.7z","./eraint/harvest_oil_p.,ca_594a_usa.7z","./merra/harvest_oil_p.,ca_594a_usa.7z","./erafive/harvest_oil_p.,ca_594a_usa.7z",0.047900797,0.045043725,0.0483326,0.048780283,0.048825794,ERA-20c,,- best reconstruction,,,
272,harwich_p022_uk,1.2845,51.947,./20cr/harwich_p022_uk.7z,./era20c/harwich_p022_uk.7z,./eraint/harwich_p022_uk.7z,./merra/harwich_p022_uk.7z,./erafive/harwich_p022_uk.7z,0.207592346,0.187032336,0.185444293,0.170922195,0.197056617,MERRA,,,,- best reconstruction,
273,heimsjoe_001_norway,9.1014,63.425,./20cr/heimsjoe_001_norway.7z,./era20c/heimsjoe_001_norway.7z,./eraint/heimsjoe_001_norway.7z,./merra/heimsjoe_001_norway.7z,./erafive/heimsjoe_001_norway.7z,0.13734457,0.143389943,0.095012121,0.098262666,0.104240901,ERA-Interim,,,- best reconstruction,,
274,helsinki_004_finland,24.956,60.154,./20cr/helsinki_004_finland.7z,./era20c/helsinki_004_finland.7z,./eraint/helsinki_004_finland.7z,./merra/helsinki_004_finland.7z,./erafive/helsinki_004_finland.7z,0.197814561,0.170540864,0.140599515,0.139233304,0.147138381,MERRA,,,,- best reconstruction,
275,heysham_p050_uk,-2.9204,54.032,./20cr/heysham_p050_uk.7z,./era20c/heysham_p050_uk.7z,./eraint/heysham_p050_uk.7z,./merra/heysham_p050_uk.7z,./erafive/heysham_p050_uk.7z,0.266943588,0.246333776,0.209087486,0.220073019,0.167481609,ERA-FIVE,,,,,- best reconstruction
276,hillarys_132a_australia,115.74,-31.825,./20cr/hillarys_132a_australia.7z,./era20c/hillarys_132a_australia.7z,./eraint/hillarys_132a_australia.7z,./merra/hillarys_132a_australia.7z,./erafive/hillarys_132a_australia.7z,0.103400714,0.088545085,0.085399441,0.08593518,0.081055498,ERA-FIVE,,,,,- best reconstruction
277,"hilo,_hawaii_060a_usa",-155.07,19.733,"./20cr/hilo,_hawaii_060a_usa.7z","./era20c/hilo,_hawaii_060a_usa.7z","./eraint/hilo,_hawaii_060a_usa.7z","./merra/hilo,_hawaii_060a_usa.7z","./erafive/hilo,_hawaii_060a_usa.7z",0.039097957,0.039170611,0.039029015,0.046358328,0.039108078,ERA-Interim,,,- best reconstruction,,
278,hinkleypoint_p003_uk,-3.1343,51.215,./20cr/hinkleypoint_p003_uk.7z,./era20c/hinkleypoint_p003_uk.7z,./eraint/hinkleypoint_p003_uk.7z,./merra/hinkleypoint_p003_uk.7z,./erafive/hinkleypoint_p003_uk.7z,0.18053779,0.179966078,0.168857198,0.159998246,0.174041559,MERRA,,,,- best reconstruction,
279,hiron_point_134a_bangladesh,89.467,21.783,./20cr/hiron_point_134a_bangladesh.7z,./era20c/hiron_point_134a_bangladesh.7z,./eraint/hiron_point_134a_bangladesh.7z,./merra/hiron_point_134a_bangladesh.7z,./erafive/hiron_point_134a_bangladesh.7z,0.127740556,0.122950345,0.126500513,0.117099884,0.116527659,ERA-FIVE,,,,,- best reconstruction
280,hiva_oa_017a_french_polynesia,-139.03,-9.81,./20cr/hiva_oa_017a_french_polynesia.7z,./era20c/hiva_oa_017a_french_polynesia.7z,,,,,,,,,,,,,,
281,hobart_016_australia,147.33,-42.883,./20cr/hobart_016_australia.7z,./era20c/hobart_016_australia.7z,./eraint/hobart_016_australia.7z,./merra/hobart_016_australia.7z,./erafive/hobart_016_australia.7z,0.109059107,0.177577882,0.079425645,0.100486057,0.080174605,ERA-Interim,,,- best reconstruction,,
282,hoekvanholla_hvh_nl,4.12,51.977,./20cr/hoekvanholla_hvh_nl.7z,./era20c/hoekvanholla_hvh_nl.7z,./eraint/hoekvanholla_hvh_nl.7z,./merra/hoekvanholla_hvh_nl.7z,./erafive/hoekvanholla_hvh_nl.7z,0.204308083,0.200593621,0.172149162,0.173780786,0.160720483,ERA-FIVE,,,,,- best reconstruction
283,hofu_japan,131.58,34.033,./20cr/hofu_japan.7z,./era20c/hofu_japan.7z,./eraint/hofu_japan.7z,./merra/hofu_japan.7z,./erafive/hofu_japan.7z,0.089119718,0.083882604,0.091747712,0.081928557,0.083533233,MERRA,,,,- best reconstruction,
284,holyhead_p054_uk,-4.6312,53.308,./20cr/holyhead_p054_uk.7z,./era20c/holyhead_p054_uk.7z,./eraint/holyhead_p054_uk.7z,./merra/holyhead_p054_uk.7z,./erafive/holyhead_p054_uk.7z,0.207365602,0.170221971,0.122229256,0.137786867,0.120826031,ERA-FIVE,,,,,- best reconstruction
285,hong_kong_b_329b_china,114.2,22.3,./20cr/hong_kong_b_329b_china.7z,./era20c/hong_kong_b_329b_china.7z,./eraint/hong_kong_b_329b_china.7z,./merra/hong_kong_b_329b_china.7z,./erafive/hong_kong_b_329b_china.7z,0.103950584,0.126679974,0.098696026,0.109235149,0.100002893,ERA-Interim,,,- best reconstruction,,
286,"honiara,solomonislands_001",159.96,-9.425,"./20cr/honiara,solomonislands_001.7z","./era20c/honiara,solomonislands_001.7z","./eraint/honiara,solomonislands_001.7z","./merra/honiara,solomonislands_001.7z","./erafive/honiara,solomonislands_001.7z",0.039889017,0.041218142,0.039157955,0.039916544,0.039840253,ERA-Interim,,,- best reconstruction,,
287,honmoku_japan,139.67,35.433,./20cr/honmoku_japan.7z,./era20c/honmoku_japan.7z,,,,,,,,,,,,,,
288,honningsvaag_002_norway,25.973,70.98,./20cr/honningsvaag_002_norway.7z,./era20c/honningsvaag_002_norway.7z,./eraint/honningsvaag_002_norway.7z,./merra/honningsvaag_002_norway.7z,./erafive/honningsvaag_002_norway.7z,0.11278643,0.106674371,0.099593947,0.103252391,0.094225416,ERA-FIVE,,,,,- best reconstruction
289,"honolulu_b,hawaii_057b_usa",-157.86,21.295,"./20cr/honolulu_b,hawaii_057b_usa.7z","./era20c/honolulu_b,hawaii_057b_usa.7z","./eraint/honolulu_b,hawaii_057b_usa.7z","./merra/honolulu_b,hawaii_057b_usa.7z","./erafive/honolulu_b,hawaii_057b_usa.7z",0.036549214,0.035893546,0.032555995,0.03295867,0.032777684,ERA-Interim,,,- best reconstruction,,
290,hon_dau_b_650b_vietnam,106.82,20.667,./20cr/hon_dau_b_650b_vietnam.7z,./era20c/hon_dau_b_650b_vietnam.7z,,,,,,,,,,,,,,
291,hornbaek_838a_denmark,12.467,56.1,./20cr/hornbaek_838a_denmark.7z,./era20c/hornbaek_838a_denmark.7z,./eraint/hornbaek_838a_denmark.7z,./merra/hornbaek_838a_denmark.7z,./erafive/hornbaek_838a_denmark.7z,0.138539647,0.129852094,0.162490614,0.139047814,0.142537146,ERA-20c,,- best reconstruction,,,
292,"horta,azores_212a_portugal",-28.622,38.533,"./20cr/horta,azores_212a_portugal.7z","./era20c/horta,azores_212a_portugal.7z","./eraint/horta,azores_212a_portugal.7z","./merra/horta,azores_212a_portugal.7z","./erafive/horta,azores_212a_portugal.7z",0.05590786,0.058980109,0.056523846,0.063757275,0.060952955,20CR,- best reconstruction,,,,
293,hosojima_358a_japan,131.68,32.417,./20cr/hosojima_358a_japan.7z,./era20c/hosojima_358a_japan.7z,,,,,,,,,,,,,,
294,huelva_huelva_spain,-6.834,37.132,./20cr/huelva_huelva_spain.7z,./era20c/huelva_huelva_spain.7z,./eraint/huelva_huelva_spain.7z,./merra/huelva_huelva_spain.7z,./erafive/huelva_huelva_spain.7z,0.06792381,0.091843433,0.062065026,0.0757946,0.067979165,ERA-Interim,,,- best reconstruction,,
295,"humboldt_bay,_ca_576a_usa",-124.22,40.767,"./20cr/humboldt_bay,_ca_576a_usa.7z","./era20c/humboldt_bay,_ca_576a_usa.7z","./eraint/humboldt_bay,_ca_576a_usa.7z","./merra/humboldt_bay,_ca_576a_usa.7z","./erafive/humboldt_bay,_ca_576a_usa.7z",0.083180037,0.098677369,0.067955026,0.068027046,0.065818873,ERA-FIVE,,,,,- best reconstruction
296,ibiza_ibiza_spain,1.4497,38.911,./20cr/ibiza_ibiza_spain.7z,./era20c/ibiza_ibiza_spain.7z,./eraint/ibiza_ibiza_spain.7z,./merra/ibiza_ibiza_spain.7z,./erafive/ibiza_ibiza_spain.7z,0.058911152,0.062537833,0.061954449,0.061926079,0.056173615,ERA-FIVE,,,,,- best reconstruction
297,ile_royale_850a_france,-52.585,5.285,./20cr/ile_royale_850a_france.7z,./era20c/ile_royale_850a_france.7z,./eraint/ile_royale_850a_france.7z,./merra/ile_royale_850a_france.7z,./erafive/ile_royale_850a_france.7z,0.041987065,0.041198387,0.044925684,0.041727191,0.045044349,ERA-20c,,- best reconstruction,,,
298,ilfracombe_p061_uk,-4.1109,51.211,./20cr/ilfracombe_p061_uk.7z,./era20c/ilfracombe_p061_uk.7z,./eraint/ilfracombe_p061_uk.7z,./merra/ilfracombe_p061_uk.7z,./erafive/ilfracombe_p061_uk.7z,0.14025843,0.144406707,0.11550032,0.1208778,0.127286739,ERA-Interim,,,- best reconstruction,,
299,"ilha_fiscal,rj_280a_brazil",-43.165,-22.897,"./20cr/ilha_fiscal,rj_280a_brazil.7z","./era20c/ilha_fiscal,rj_280a_brazil.7z","./eraint/ilha_fiscal,rj_280a_brazil.7z","./merra/ilha_fiscal,rj_280a_brazil.7z","./erafive/ilha_fiscal,rj_280a_brazil.7z",0.165632082,0.121519125,0.130857801,0.120986277,0.115082002,ERA-FIVE,,,,,- best reconstruction
300,"ilulissat,greenland_001",-51.1,69.217,"./20cr/ilulissat,greenland_001.7z","./era20c/ilulissat,greenland_001.7z","./eraint/ilulissat,greenland_001.7z","./merra/ilulissat,greenland_001.7z","./erafive/ilulissat,greenland_001.7z",0.117088254,0.108033003,0.12372971,0.118769492,0.099981261,ERA-FIVE,,,,,- best reconstruction
301,imbituba_718a_brazil,-48.4,-28.133,./20cr/imbituba_718a_brazil.7z,./era20c/imbituba_718a_brazil.7z,./eraint/imbituba_718a_brazil.7z,./merra/imbituba_718a_brazil.7z,./erafive/imbituba_718a_brazil.7z,0.257494951,0.160081564,0.156217345,0.146748702,0.149476247,MERRA,,,,- best reconstruction,
302,immingham_p026_uk,-0.18603,53.631,./20cr/immingham_p026_uk.7z,./era20c/immingham_p026_uk.7z,./eraint/immingham_p026_uk.7z,./merra/immingham_p026_uk.7z,./erafive/immingham_p026_uk.7z,0.164406161,0.162205253,0.16102818,0.164469695,0.158933597,ERA-FIVE,,,,,- best reconstruction
303,imperia_imperia_italy,8.0188,43.878,./20cr/imperia_imperia_italy.7z,./era20c/imperia_imperia_italy.7z,./eraint/imperia_imperia_italy.7z,./merra/imperia_imperia_italy.7z,./erafive/imperia_imperia_italy.7z,0.054598076,0.056715671,0.057206266,0.080446906,0.052711091,ERA-FIVE,,,,,- best reconstruction
304,irouzaki_japan,138.85,34.617,./20cr/irouzaki_japan.7z,./era20c/irouzaki_japan.7z,./eraint/irouzaki_japan.7z,./merra/irouzaki_japan.7z,./erafive/irouzaki_japan.7z,0.09328887,0.086268341,0.083795345,0.086982366,0.078548902,ERA-FIVE,,,,,- best reconstruction
305,"isabel_segunda,_pr_732a_usa",-65.443,18.152,"./20cr/isabel_segunda,_pr_732a_usa.7z","./era20c/isabel_segunda,_pr_732a_usa.7z","./eraint/isabel_segunda,_pr_732a_usa.7z","./merra/isabel_segunda,_pr_732a_usa.7z","./erafive/isabel_segunda,_pr_732a_usa.7z",0.035298182,0.033195898,0.033253321,0.039161766,0.034589095,ERA-20c,,- best reconstruction,,,
306,ishigaki_japan,124.15,24.333,./20cr/ishigaki_japan.7z,./era20c/ishigaki_japan.7z,./eraint/ishigaki_japan.7z,./merra/ishigaki_japan.7z,./erafive/ishigaki_japan.7z,0.07425555,0.074193227,0.069340688,0.067996864,0.074327651,MERRA,,,,- best reconstruction,
307,"isladapascua_e,chile_001",-109.45,-27.15,"./20cr/isladapascua_e,chile_001.7z","./era20c/isladapascua_e,chile_001.7z","./eraint/isladapascua_e,chile_001.7z","./merra/isladapascua_e,chile_001.7z","./erafive/isladapascua_e,chile_001.7z",0.064625812,0.093749366,0.061455174,0.09556263,0.063573377,ERA-Interim,,,- best reconstruction,,
308,iwasaki_japan,139.92,40.583,./20cr/iwasaki_japan.7z,./era20c/iwasaki_japan.7z,,,,,,,,,,,,,,
309,"i_royal,anselegoff_851a_france",-52.587,5.2883,"./20cr/i_royal,anselegoff_851a_france.7z","./era20c/i_royal,anselegoff_851a_france.7z","./eraint/i_royal,anselegoff_851a_france.7z","./merra/i_royal,anselegoff_851a_france.7z","./erafive/i_royal,anselegoff_851a_france.7z",0.044066574,0.046477032,0.048284577,0.044327457,0.048149083,20CR,- best reconstruction,,,,
310,jackson_403a_new_zealand,168.62,-43.983,./20cr/jackson_403a_new_zealand.7z,./era20c/jackson_403a_new_zealand.7z,./eraint/jackson_403a_new_zealand.7z,./merra/jackson_403a_new_zealand.7z,./erafive/jackson_403a_new_zealand.7z,0.095723078,0.095181873,0.112056182,0.080016659,0.090227942,MERRA,,,,- best reconstruction,
311,jakarta_161a_indonesia,106.85,-6.1167,./20cr/jakarta_161a_indonesia.7z,./era20c/jakarta_161a_indonesia.7z,./eraint/jakarta_161a_indonesia.7z,./merra/jakarta_161a_indonesia.7z,./erafive/jakarta_161a_indonesia.7z,0.075435935,0.072738214,0.074153314,0.075270402,0.070959355,ERA-FIVE,,,,,- best reconstruction
312,johnston_052a_usa_trust,-169.53,16.738,./20cr/johnston_052a_usa_trust.7z,./era20c/johnston_052a_usa_trust.7z,./eraint/johnston_052a_usa_trust.7z,./merra/johnston_052a_usa_trust.7z,./erafive/johnston_052a_usa_trust.7z,0.069113708,0.069982072,0.066397102,0.066987934,0.067776162,ERA-Interim,,,- best reconstruction,,
313,johor_baharu_321a_malaysia,103.79,1.4617,./20cr/johor_baharu_321a_malaysia.7z,./era20c/johor_baharu_321a_malaysia.7z,./eraint/johor_baharu_321a_malaysia.7z,./merra/johor_baharu_321a_malaysia.7z,./erafive/johor_baharu_321a_malaysia.7z,0.085388472,0.077289747,0.073852882,0.073151259,0.080362723,MERRA,,,,- best reconstruction,
314,jolo_373a_philippines,121,6.0667,./20cr/jolo_373a_philippines.7z,./era20c/jolo_373a_philippines.7z,./eraint/jolo_373a_philippines.7z,./merra/jolo_373a_philippines.7z,./erafive/jolo_373a_philippines.7z,0.032271596,0.033249013,0.034111498,0.034108101,0.033234675,20CR,- best reconstruction,,,,
