,tg,lon,lat,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
315,juan_fernandez_b_021b_chile,-78.833,-33.622,./20cr/juan_fernandez_b_021b_chile.7z,./era20c/juan_fernandez_b_021b_chile.7z,./eraint/juan_fernandez_b_021b_chile.7z,./merra/juan_fernandez_b_021b_chile.7z,./erafive/juan_fernandez_b_021b_chile.7z,0.066546131,0.050234466,0.04887556,0.047554572,0.054195605,MERRA,,,,- best reconstruction,
316,juneau_usa,-134.41,58.298,./20cr/juneau_usa.7z,./era20c/juneau_usa.7z,./eraint/juneau_usa.7z,./merra/juneau_usa.7z,./erafive/juneau_usa.7z,0.133569364,0.117638087,0.100716512,0.105247584,0.103245476,ERA-Interim,,,- best reconstruction,,
317,kagoshima_japan,130.57,31.583,./20cr/kagoshima_japan.7z,./era20c/kagoshima_japan.7z,./eraint/kagoshima_japan.7z,./merra/kagoshima_japan.7z,./erafive/kagoshima_japan.7z,0.081831899,0.076428648,0.074423963,0.080274146,0.077367178,ERA-Interim,,,- best reconstruction,,
318,kahului_059a_usa,-156.47,20.9,./20cr/kahului_059a_usa.7z,./era20c/kahului_059a_usa.7z,./eraint/kahului_059a_usa.7z,./merra/kahului_059a_usa.7z,./erafive/kahului_059a_usa.7z,0.041829425,0.034354128,0.033669176,0.033792999,0.033255785,ERA-FIVE,,,,,- best reconstruction
319,kalix_006_sweden,23.096,65.697,./20cr/kalix_006_sweden.7z,./era20c/kalix_006_sweden.7z,./eraint/kalix_006_sweden.7z,./merra/kalix_006_sweden.7z,./erafive/kalix_006_sweden.7z,0.21337806,0.182282834,0.164213296,0.17862931,0.167854664,ERA-Interim,,,- best reconstruction,,
320,kanmen_a_632a_china,121.28,28.088,./20cr/kanmen_a_632a_china.7z,./era20c/kanmen_a_632a_china.7z,./eraint/kanmen_a_632a_china.7z,./merra/kanmen_a_632a_china.7z,./erafive/kanmen_a_632a_china.7z,0.151351896,0.123235886,0.114098602,0.109874268,0.121867622,MERRA,,,,- best reconstruction,
321,"kanton_b,kiribati_001",-171.72,-2.81,"./20cr/kanton_b,kiribati_001.7z","./era20c/kanton_b,kiribati_001.7z","./eraint/kanton_b,kiribati_001.7z","./merra/kanton_b,kiribati_001.7z","./erafive/kanton_b,kiribati_001.7z",0.03591001,0.0365025,0.036051543,0.036967894,0.037730667,20CR,- best reconstruction,,,,
322,kaohsiung_340a_republic_of_china,120.29,22.615,./20cr/kaohsiung_340a_republic_of_china.7z,./era20c/kaohsiung_340a_republic_of_china.7z,./eraint/kaohsiung_340a_republic_of_china.7z,./merra/kaohsiung_340a_republic_of_china.7z,./erafive/kaohsiung_340a_republic_of_china.7z,0.064025463,0.058413341,0.057359515,0.060873743,0.058622403,ERA-Interim,,,- best reconstruction,,
323,kapingamarangi_029a_fd._st._micronesia,154.78,1.0983,./20cr/kapingamarangi_029a_fd._st._micronesia.7z,./era20c/kapingamarangi_029a_fd._st._micronesia.7z,./eraint/kapingamarangi_029a_fd._st._micronesia.7z,./merra/kapingamarangi_029a_fd._st._micronesia.7z,./erafive/kapingamarangi_029a_fd._st._micronesia.7z,0.062869455,0.056729549,0.05404488,0.057373162,0.058094272,ERA-Interim,,,- best reconstruction,,
324,karachi_b_147b_pakistan,66.967,24.8,./20cr/karachi_b_147b_pakistan.7z,./era20c/karachi_b_147b_pakistan.7z,./eraint/karachi_b_147b_pakistan.7z,./merra/karachi_b_147b_pakistan.7z,./erafive/karachi_b_147b_pakistan.7z,0.140854598,0.138094417,0.135568047,0.142992094,0.142968797,ERA-Interim,,,- best reconstruction,,
325,kaskinen_005_finland,21.215,62.344,./20cr/kaskinen_005_finland.7z,./era20c/kaskinen_005_finland.7z,./eraint/kaskinen_005_finland.7z,./merra/kaskinen_005_finland.7z,./erafive/kaskinen_005_finland.7z,0.17452183,0.152465823,0.131622876,0.136421142,0.138622375,ERA-Interim,,,- best reconstruction,,
326,"kaumalapau,_hi_548a_usa",-156.9,20.78,"./20cr/kaumalapau,_hi_548a_usa.7z","./era20c/kaumalapau,_hi_548a_usa.7z","./eraint/kaumalapau,_hi_548a_usa.7z","./merra/kaumalapau,_hi_548a_usa.7z","./erafive/kaumalapau,_hi_548a_usa.7z",0.029288071,0.028067457,0.028212579,0.028581196,0.029807781,ERA-20c,,- best reconstruction,,,
327,kavieng_068a_papua_new_guinea,150.79,-2.585,./20cr/kavieng_068a_papua_new_guinea.7z,./era20c/kavieng_068a_papua_new_guinea.7z,./eraint/kavieng_068a_papua_new_guinea.7z,./merra/kavieng_068a_papua_new_guinea.7z,./erafive/kavieng_068a_papua_new_guinea.7z,0.037278068,0.038516324,0.034808391,0.033811924,0.037697144,MERRA,,,,- best reconstruction,
328,kawaihae_552a_usa,-155.83,20.033,./20cr/kawaihae_552a_usa.7z,./era20c/kawaihae_552a_usa.7z,./eraint/kawaihae_552a_usa.7z,./merra/kawaihae_552a_usa.7z,./erafive/kawaihae_552a_usa.7z,0.040512175,0.039719919,0.039659369,0.040446702,0.039639835,ERA-FIVE,,,,,- best reconstruction
329,kawasaki_japan,139.75,35.517,./20cr/kawasaki_japan.7z,./era20c/kawasaki_japan.7z,./eraint/kawasaki_japan.7z,./merra/kawasaki_japan.7z,./erafive/kawasaki_japan.7z,0.098425226,0.080521704,0.088344568,0.097986405,0.090365301,ERA-20c,,- best reconstruction,,,
330,keelung_341a_republic_of_china,121.75,25.157,./20cr/keelung_341a_republic_of_china.7z,./era20c/keelung_341a_republic_of_china.7z,./eraint/keelung_341a_republic_of_china.7z,./merra/keelung_341a_republic_of_china.7z,./erafive/keelung_341a_republic_of_china.7z,0.069715516,0.064760402,0.072518878,0.07573214,0.07693752,ERA-20c,,- best reconstruction,,,
331,kelang_140a_malaysia,101.36,3.05,./20cr/kelang_140a_malaysia.7z,./era20c/kelang_140a_malaysia.7z,./eraint/kelang_140a_malaysia.7z,./merra/kelang_140a_malaysia.7z,./erafive/kelang_140a_malaysia.7z,0.085783548,0.078987884,0.07668494,0.074034649,0.072606768,ERA-FIVE,,,,,- best reconstruction
332,keling_141a_malaysia,102.15,2.215,./20cr/keling_141a_malaysia.7z,./era20c/keling_141a_malaysia.7z,./eraint/keling_141a_malaysia.7z,./merra/keling_141a_malaysia.7z,./erafive/keling_141a_malaysia.7z,0.056862423,0.059154442,0.057315787,0.056414704,0.057404577,MERRA,,,,- best reconstruction,
333,kemi_006_finland,24.515,65.673,./20cr/kemi_006_finland.7z,./era20c/kemi_006_finland.7z,./eraint/kemi_006_finland.7z,./merra/kemi_006_finland.7z,./erafive/kemi_006_finland.7z,0.206779876,0.203010906,0.178465469,0.195964167,0.216725348,ERA-Interim,,,- best reconstruction,,
334,keppel_harbour_327a_singapore,103.82,1.2633,./20cr/keppel_harbour_327a_singapore.7z,./era20c/keppel_harbour_327a_singapore.7z,./eraint/keppel_harbour_327a_singapore.7z,./merra/keppel_harbour_327a_singapore.7z,./erafive/keppel_harbour_327a_singapore.7z,0.073621834,0.07370583,0.071073993,0.062642329,0.063753128,MERRA,,,,- best reconstruction,
335,kerguelen_001,70.167,-48.858,./20cr/kerguelen_001.7z,./era20c/kerguelen_001.7z,./eraint/kerguelen_001.7z,./merra/kerguelen_001.7z,./erafive/kerguelen_001.7z,0.100512376,0.092824076,0.090660407,0.092016732,0.091751437,ERA-Interim,,,- best reconstruction,,
336,kerguelen_180a_france,70.22,-49.345,./20cr/kerguelen_180a_france.7z,./era20c/kerguelen_180a_france.7z,./eraint/kerguelen_180a_france.7z,./merra/kerguelen_180a_france.7z,./erafive/kerguelen_180a_france.7z,0.114270795,0.089154238,0.086531553,0.09586818,0.084612612,ERA-FIVE,,,,,- best reconstruction
337,"ketchikan,ak_571a_usa",-131.63,55.333,"./20cr/ketchikan,ak_571a_usa.7z","./era20c/ketchikan,ak_571a_usa.7z","./eraint/ketchikan,ak_571a_usa.7z","./merra/ketchikan,ak_571a_usa.7z","./erafive/ketchikan,ak_571a_usa.7z",0.123500237,0.110525481,0.105435706,0.105141406,0.103713044,ERA-FIVE,,,,,- best reconstruction
338,"key_west,fl_242a_usa",-81.808,24.553,"./20cr/key_west,fl_242a_usa.7z","./era20c/key_west,fl_242a_usa.7z","./eraint/key_west,fl_242a_usa.7z","./merra/key_west,fl_242a_usa.7z","./erafive/key_west,fl_242a_usa.7z",0.058471007,0.057618406,0.059871417,0.062083459,0.059810788,ERA-20c,,- best reconstruction,,,
339,khal_#10_135a_bangladesh,91.817,22.267,./20cr/khal_#10_135a_bangladesh.7z,./era20c/khal_#10_135a_bangladesh.7z,./eraint/khal_#10_135a_bangladesh.7z,./merra/khal_#10_135a_bangladesh.7z,./erafive/khal_#10_135a_bangladesh.7z,0.173058042,0.162642976,0.166151549,0.162392346,0.155639607,ERA-FIVE,,,,,- best reconstruction
340,khepupara_139a_bangladesh,89.833,21.833,./20cr/khepupara_139a_bangladesh.7z,./era20c/khepupara_139a_bangladesh.7z,./eraint/khepupara_139a_bangladesh.7z,./merra/khepupara_139a_bangladesh.7z,./erafive/khepupara_139a_bangladesh.7z,0.176633866,0.177591326,0.178881644,0.169610752,0.164930849,ERA-FIVE,,,,,- best reconstruction
341,kingedwardpoint_uk,-36.497,-54.283,./20cr/kingedwardpoint_uk.7z,./era20c/kingedwardpoint_uk.7z,./eraint/kingedwardpoint_uk.7z,./merra/kingedwardpoint_uk.7z,./erafive/kingedwardpoint_uk.7z,0.125302479,0.109421823,0.092968002,0.101802578,0.086091465,ERA-FIVE,,,,,- best reconstruction
342,kinlochbervi_p918_uk,-5.0504,58.457,./20cr/kinlochbervi_p918_uk.7z,./era20c/kinlochbervi_p918_uk.7z,./eraint/kinlochbervi_p918_uk.7z,./merra/kinlochbervi_p918_uk.7z,./erafive/kinlochbervi_p918_uk.7z,0.157697388,0.198627251,0.125498695,0.135654088,0.230498498,ERA-Interim,,,- best reconstruction,,
343,kiptopekebeach_usa,-75.988,37.165,./20cr/kiptopekebeach_usa.7z,./era20c/kiptopekebeach_usa.7z,./eraint/kiptopekebeach_usa.7z,./merra/kiptopekebeach_usa.7z,./erafive/kiptopekebeach_usa.7z,0.137351073,0.117144926,0.116106594,0.123658281,0.120871281,ERA-Interim,,,- best reconstruction,,
344,klagshamn_007_sweden,12.894,55.522,./20cr/klagshamn_007_sweden.7z,./era20c/klagshamn_007_sweden.7z,./eraint/klagshamn_007_sweden.7z,./merra/klagshamn_007_sweden.7z,./erafive/klagshamn_007_sweden.7z,0.148216768,0.152938632,0.126269337,0.132742039,0.130387856,ERA-Interim,,,- best reconstruction,,
345,knysna_186a_south_africa,23.033,-32.033,./20cr/knysna_186a_south_africa.7z,./era20c/knysna_186a_south_africa.7z,./eraint/knysna_186a_south_africa.7z,./merra/knysna_186a_south_africa.7z,./erafive/knysna_186a_south_africa.7z,0.149373686,0.096035456,0.109160759,0.104011576,0.108238422,ERA-20c,,- best reconstruction,,,
346,kobe_japan,135.18,34.683,./20cr/kobe_japan.7z,./era20c/kobe_japan.7z,./eraint/kobe_japan.7z,./merra/kobe_japan.7z,./erafive/kobe_japan.7z,0.096623232,0.110016103,0.084142461,0.094563477,0.086041978,ERA-Interim,,,- best reconstruction,,
347,kochi_japan,133.57,33.5,./20cr/kochi_japan.7z,./era20c/kochi_japan.7z,./eraint/kochi_japan.7z,./merra/kochi_japan.7z,./erafive/kochi_japan.7z,0.091853855,0.094126853,0.084635613,0.083212967,0.083191591,ERA-FIVE,,,,,- best reconstruction
348,"kodiak_isl.,alaska_039a_usa",-152.51,57.732,"./20cr/kodiak_isl.,alaska_039a_usa.7z","./era20c/kodiak_isl.,alaska_039a_usa.7z","./eraint/kodiak_isl.,alaska_039a_usa.7z","./merra/kodiak_isl.,alaska_039a_usa.7z","./erafive/kodiak_isl.,alaska_039a_usa.7z",0.130594978,0.112560453,0.101514089,0.106804884,0.099533891,ERA-FIVE,,,,,- best reconstruction
349,komatsushima_japan,134.58,34.017,./20cr/komatsushima_japan.7z,./era20c/komatsushima_japan.7z,./eraint/komatsushima_japan.7z,./merra/komatsushima_japan.7z,./erafive/komatsushima_japan.7z,0.093478894,0.08584115,0.08136972,0.08196751,0.081542004,ERA-Interim,,,- best reconstruction,,
350,kota_kinabalu_386a_malaysia,116.07,5.9833,./20cr/kota_kinabalu_386a_malaysia.7z,./era20c/kota_kinabalu_386a_malaysia.7z,./eraint/kota_kinabalu_386a_malaysia.7z,./merra/kota_kinabalu_386a_malaysia.7z,./erafive/kota_kinabalu_386a_malaysia.7z,0.052044523,0.054469916,0.053414396,0.049405104,0.049626324,MERRA,,,,- best reconstruction,
351,ko_lak_328a_thailand,99.817,11.795,./20cr/ko_lak_328a_thailand.7z,./era20c/ko_lak_328a_thailand.7z,./eraint/ko_lak_328a_thailand.7z,./merra/ko_lak_328a_thailand.7z,./erafive/ko_lak_328a_thailand.7z,0.12604091,0.123022387,0.112616017,0.114385032,0.118770507,ERA-Interim,,,- best reconstruction,,
352,ko_taphao_noi_148a_thailand,98.425,7.8317,./20cr/ko_taphao_noi_148a_thailand.7z,./era20c/ko_taphao_noi_148a_thailand.7z,./eraint/ko_taphao_noi_148a_thailand.7z,./merra/ko_taphao_noi_148a_thailand.7z,./erafive/ko_taphao_noi_148a_thailand.7z,0.072196963,0.075312206,0.073619261,0.068817032,0.068353833,ERA-FIVE,,,,,- best reconstruction
353,kuantan_322a_malaysia,103.43,3.975,./20cr/kuantan_322a_malaysia.7z,./era20c/kuantan_322a_malaysia.7z,./eraint/kuantan_322a_malaysia.7z,./merra/kuantan_322a_malaysia.7z,./erafive/kuantan_322a_malaysia.7z,0.087081037,0.084699008,0.0766451,0.073230216,0.085310417,MERRA,,,,- best reconstruction,
354,kuchinotsu_japan,130.2,32.6,./20cr/kuchinotsu_japan.7z,./era20c/kuchinotsu_japan.7z,./eraint/kuchinotsu_japan.7z,./merra/kuchinotsu_japan.7z,./erafive/kuchinotsu_japan.7z,0.093108994,0.076744955,0.072823844,0.085847398,0.070981791,ERA-FIVE,,,,,- best reconstruction
355,kukup_325a_malaysia,103.44,1.325,./20cr/kukup_325a_malaysia.7z,./era20c/kukup_325a_malaysia.7z,./eraint/kukup_325a_malaysia.7z,./merra/kukup_325a_malaysia.7z,./erafive/kukup_325a_malaysia.7z,0.073260756,0.06974692,0.067890371,0.071688835,0.071857475,ERA-Interim,,,- best reconstruction,,
356,kumano_japan,136.17,33.933,./20cr/kumano_japan.7z,./era20c/kumano_japan.7z,./eraint/kumano_japan.7z,./merra/kumano_japan.7z,./erafive/kumano_japan.7z,0.083129127,0.072781749,0.081041221,0.080782019,0.074845139,ERA-20c,,- best reconstruction,,,
357,kungsholmsfort_008_sweden,15.589,56.105,./20cr/kungsholmsfort_008_sweden.7z,./era20c/kungsholmsfort_008_sweden.7z,./eraint/kungsholmsfort_008_sweden.7z,./merra/kungsholmsfort_008_sweden.7z,./erafive/kungsholmsfort_008_sweden.7z,0.135250003,0.130625987,0.121618935,0.125783578,0.125220618,ERA-Interim,,,- best reconstruction,,
358,kungsvik_009_sweden,11.127,58.997,./20cr/kungsvik_009_sweden.7z,./era20c/kungsvik_009_sweden.7z,./eraint/kungsvik_009_sweden.7z,./merra/kungsvik_009_sweden.7z,./erafive/kungsvik_009_sweden.7z,0.147511577,0.144882251,0.121811043,0.12940134,0.124624951,ERA-Interim,,,- best reconstruction,,
359,kushimoto_japan,135.78,33.467,./20cr/kushimoto_japan.7z,./era20c/kushimoto_japan.7z,./eraint/kushimoto_japan.7z,./merra/kushimoto_japan.7z,./erafive/kushimoto_japan.7z,0.088181287,0.08695329,0.086795339,0.085679405,0.097608219,MERRA,,,,- best reconstruction,
360,kushiro_japan,144.38,42.967,./20cr/kushiro_japan.7z,./era20c/kushiro_japan.7z,./eraint/kushiro_japan.7z,./merra/kushiro_japan.7z,./erafive/kushiro_japan.7z,0.086675198,0.093652978,0.064617745,0.078436089,0.062934159,ERA-FIVE,,,,,- best reconstruction
361,kwajalein_055a_rep._of_marshall_i,167.73,8.7333,./20cr/kwajalein_055a_rep._of_marshall_i.7z,./era20c/kwajalein_055a_rep._of_marshall_i.7z,./eraint/kwajalein_055a_rep._of_marshall_i.7z,./merra/kwajalein_055a_rep._of_marshall_i.7z,./erafive/kwajalein_055a_rep._of_marshall_i.7z,0.03486189,0.034538433,0.034602613,0.034835251,0.034320089,ERA-FIVE,,,,,- best reconstruction
362,l._cornwallis_i._705a_canada,-96.95,75.383,./20cr/l._cornwallis_i._705a_canada.7z,./era20c/l._cornwallis_i._705a_canada.7z,./eraint/l._cornwallis_i._705a_canada.7z,./merra/l._cornwallis_i._705a_canada.7z,./erafive/l._cornwallis_i._705a_canada.7z,0.12287086,0.096195243,0.085336552,0.084230184,0.078053858,ERA-FIVE,,,,,- best reconstruction
363,lae_067a_papua_new_guinea,146.98,-6.7333,./20cr/lae_067a_papua_new_guinea.7z,./era20c/lae_067a_papua_new_guinea.7z,./eraint/lae_067a_papua_new_guinea.7z,./merra/lae_067a_papua_new_guinea.7z,./erafive/lae_067a_papua_new_guinea.7z,0.042047018,0.036783487,0.033835092,0.034317498,0.034489009,ERA-Interim,,,- best reconstruction,,
364,"lagos,_algarve_723a_portugal",-8.6683,37.098,"./20cr/lagos,_algarve_723a_portugal.7z","./era20c/lagos,_algarve_723a_portugal.7z","./eraint/lagos,_algarve_723a_portugal.7z","./merra/lagos,_algarve_723a_portugal.7z","./erafive/lagos,_algarve_723a_portugal.7z",0.121235415,0.115263012,0.108795344,0.079925803,0.109195217,MERRA,,,,- best reconstruction,
365,lagos_c_233c_nigeria,3.45,6.4167,./20cr/lagos_c_233c_nigeria.7z,./era20c/lagos_c_233c_nigeria.7z,./eraint/lagos_c_233c_nigeria.7z,./merra/lagos_c_233c_nigeria.7z,./erafive/lagos_c_233c_nigeria.7z,0.058099381,0.057529057,0.047378613,0.047308963,0.047745204,MERRA,,,,- best reconstruction,
366,lajolla_scrippspier__usa,-117.26,32.867,./20cr/lajolla_scrippspier__usa.7z,./era20c/lajolla_scrippspier__usa.7z,./eraint/lajolla_scrippspier__usa.7z,./merra/lajolla_scrippspier__usa.7z,./erafive/lajolla_scrippspier__usa.7z,0.052596349,0.04927587,0.046454608,0.045240902,0.044951145,ERA-FIVE,,,,,- best reconstruction
367,"lameshur_bay,_vi_214a_usa",-64.723,18.317,"./20cr/lameshur_bay,_vi_214a_usa.7z","./era20c/lameshur_bay,_vi_214a_usa.7z","./eraint/lameshur_bay,_vi_214a_usa.7z","./merra/lameshur_bay,_vi_214a_usa.7z","./erafive/lameshur_bay,_vi_214a_usa.7z",0.029079462,0.029255809,0.028759925,0.028668104,0.028546442,ERA-FIVE,,,,,- best reconstruction
368,lampedusa_lampedusa_italy,12.604,35.5,./20cr/lampedusa_lampedusa_italy.7z,./era20c/lampedusa_lampedusa_italy.7z,./eraint/lampedusa_lampedusa_italy.7z,./merra/lampedusa_lampedusa_italy.7z,./erafive/lampedusa_lampedusa_italy.7z,0.07894952,0.114379881,0.115581452,0.081364776,0.078322521,ERA-FIVE,,,,,- best reconstruction
369,lamu_b_149b_kenya,40.903,-2.2717,./20cr/lamu_b_149b_kenya.7z,./era20c/lamu_b_149b_kenya.7z,./eraint/lamu_b_149b_kenya.7z,./merra/lamu_b_149b_kenya.7z,./erafive/lamu_b_149b_kenya.7z,0.042260072,0.041071343,0.040837465,0.040082497,0.041868827,MERRA,,,,- best reconstruction,
370,landsortnorra_010_sweden,17.865,58.742,./20cr/landsortnorra_010_sweden.7z,./era20c/landsortnorra_010_sweden.7z,./eraint/landsortnorra_010_sweden.7z,./merra/landsortnorra_010_sweden.7z,./erafive/landsortnorra_010_sweden.7z,0.130609543,0.11410282,0.11490046,0.122545527,0.111743665,ERA-FIVE,,,,,- best reconstruction
371,langkawi_142a_malaysia,99.765,6.4317,./20cr/langkawi_142a_malaysia.7z,./era20c/langkawi_142a_malaysia.7z,./eraint/langkawi_142a_malaysia.7z,./merra/langkawi_142a_malaysia.7z,./erafive/langkawi_142a_malaysia.7z,0.067503205,0.066681181,0.069679428,0.062080036,0.062276714,MERRA,,,,- best reconstruction,
372,laohutan_a_631a_china,121.68,38.867,./20cr/laohutan_a_631a_china.7z,./era20c/laohutan_a_631a_china.7z,./eraint/laohutan_a_631a_china.7z,./merra/laohutan_a_631a_china.7z,./erafive/laohutan_a_631a_china.7z,0.142277008,0.144313987,0.138881197,0.142529704,0.141452688,ERA-Interim,,,- best reconstruction,,
373,las_palmas_laspalmas_spain,-15.412,28.141,./20cr/las_palmas_laspalmas_spain.7z,./era20c/las_palmas_laspalmas_spain.7z,./eraint/las_palmas_laspalmas_spain.7z,./merra/las_palmas_laspalmas_spain.7z,./erafive/las_palmas_laspalmas_spain.7z,0.038358389,0.048419448,0.035571236,0.03729783,0.030825379,ERA-FIVE,,,,,- best reconstruction
374,lautoka_402a_fiji,177.43,-17.6,./20cr/lautoka_402a_fiji.7z,./era20c/lautoka_402a_fiji.7z,./eraint/lautoka_402a_fiji.7z,./merra/lautoka_402a_fiji.7z,./erafive/lautoka_402a_fiji.7z,0.031983575,0.031802937,0.032675527,0.03108939,0.03959073,MERRA,,,,- best reconstruction,
375,la_coruna_830a_spain,-8.4,43.367,./20cr/la_coruna_830a_spain.7z,./era20c/la_coruna_830a_spain.7z,./eraint/la_coruna_830a_spain.7z,./merra/la_coruna_830a_spain.7z,./erafive/la_coruna_830a_spain.7z,0.08608418,0.077953763,0.07664191,0.078859587,0.085243165,ERA-Interim,,,- best reconstruction,,
376,la_figueirette_france,6.9349,43.483,./20cr/la_figueirette_france.7z,,./eraint/la_figueirette_france.7z,./merra/la_figueirette_france.7z,./erafive/la_figueirette_france.7z,,,,,,,,,,,
377,la_guaira_247a_venezuela,-66.933,10.617,./20cr/la_guaira_247a_venezuela.7z,./era20c/la_guaira_247a_venezuela.7z,./eraint/la_guaira_247a_venezuela.7z,./merra/la_guaira_247a_venezuela.7z,./erafive/la_guaira_247a_venezuela.7z,0.049525755,0.046818817,0.04711958,0.046334816,0.046061436,ERA-FIVE,,,,,- best reconstruction
378,"la_jolla,ca_554a_usa",-117.26,32.867,"./20cr/la_jolla,ca_554a_usa.7z","./era20c/la_jolla,ca_554a_usa.7z","./eraint/la_jolla,ca_554a_usa.7z","./merra/la_jolla,ca_554a_usa.7z","./erafive/la_jolla,ca_554a_usa.7z",0.053525389,0.046803233,0.052943375,0.04574087,0.045947614,MERRA,,,,- best reconstruction,
379,la_libertad_091a_ecuador,-80.917,-2.2,./20cr/la_libertad_091a_ecuador.7z,./era20c/la_libertad_091a_ecuador.7z,./eraint/la_libertad_091a_ecuador.7z,./merra/la_libertad_091a_ecuador.7z,./erafive/la_libertad_091a_ecuador.7z,0.06795926,0.065072055,0.068656195,0.067520241,0.064585497,ERA-FIVE,,,,,- best reconstruction
380,la_palma_lapalma_spain,-17.768,28.678,./20cr/la_palma_lapalma_spain.7z,./era20c/la_palma_lapalma_spain.7z,./eraint/la_palma_lapalma_spain.7z,./merra/la_palma_lapalma_spain.7z,./erafive/la_palma_lapalma_spain.7z,0.067327624,0.073394366,0.08212457,0.079260822,0.067084517,ERA-FIVE,,,,,- best reconstruction
381,la_paz_671a_mexico,-110.34,24.162,./20cr/la_paz_671a_mexico.7z,./era20c/la_paz_671a_mexico.7z,,,,,,,,,,,,,,
382,la_rochelle_la_palli_,-1.2206,46.158,./20cr/la_rochelle_la_palli_.7z,./era20c/la_rochelle_la_palli_.7z,./eraint/la_rochelle_la_palli_.7z,./merra/la_rochelle_la_palli_.7z,./erafive/la_rochelle_la_palli_.7z,0.113559596,0.123797327,0.136012056,0.132952814,0.152660835,20CR,- best reconstruction,,,,
383,la_union_b_086b_el_salvador,-87.817,13.333,./20cr/la_union_b_086b_el_salvador.7z,./era20c/la_union_b_086b_el_salvador.7z,./eraint/la_union_b_086b_el_salvador.7z,./merra/la_union_b_086b_el_salvador.7z,./erafive/la_union_b_086b_el_salvador.7z,0.065414447,0.063114045,0.063653336,0.064165633,0.065055117,ERA-20c,,- best reconstruction,,,
