,tg,lon_x,lat_x,e99_1930,e99_1930_sigf,e99_1950,e99_1950_sigf,t99_1930,t99_1930_sigf,t99_1950,t99_1950_sigf
79,napoli_napoli_italy,14.269,40.841,0.027388819,FALSE,-0.427618061,TRUE,0.015474279,FALSE,-0.257707775,FALSE
80,newhaven_p011_uk,0.05703,50.782,0.894572737,TRUE,0.466217419,FALSE,0.636673024,TRUE,0.603138089,FALSE
81,newlyn_p001_uk,-5.5417,50.102,-0.034706225,FALSE,-0.226506035,FALSE,-0.251390318,FALSE,-0.331278689,FALSE
82,nice_france,7.2853,43.696,0.213873045,FALSE,0.153404392,FALSE,-0.06443606,FALSE,-0.264815344,FALSE
83,northshields_p032_uk,-1.4398,55.007,1.330222538,TRUE,1.275326013,TRUE,0.845731919,TRUE,0.372569998,FALSE
84,ortona_ortona_italy,14.415,42.356,0.40302653,TRUE,-0.0122318,FALSE,-0.078326337,FALSE,-0.295687155,TRUE
85,oslo_004_norway,10.734,59.909,1.089109761,TRUE,1.734005167,TRUE,0.82065785,TRUE,0.881174563,TRUE
86,palma_de_mallorca_palmademallorca_spain,2.6375,39.56,-0.162687066,FALSE,-0.464177613,TRUE,-0.057693904,FALSE,-0.109704637,FALSE
87,portellen_p202_uk,-6.1901,55.627,1.270512111,TRUE,1.179958108,TRUE,1.453861758,TRUE,1.759669149,TRUE
88,porterin_p919_uk,-4.7681,54.085,1.003073036,TRUE,1.104257277,FALSE,1.316105374,TRUE,1.269257303,TRUE
89,"portland,s.aus._129a_australia",141.6,-38.333,0.790056684,TRUE,0.576715708,TRUE,,,1.230582631,TRUE
90,portlincoln_023_australia,135.86,-34.72,0.395547926,FALSE,0.033257367,FALSE,,,0.310844109,FALSE
91,portlonsdale_017_australia,138.5,-35.099,1.006460227,TRUE,0.180965176,FALSE,,,,
92,porto_torres_porto+torres_italy,8.4039,40.842,-0.057090917,FALSE,-0.371905964,FALSE,0.069367391,FALSE,0.062362248,FALSE
93,portpatrick_p063_uk,-5.12,54.843,0.924957785,TRUE,0.846765603,FALSE,0.877496409,TRUE,0.812865049,TRUE
94,portpirie_024_australia,138.01,-33.177,1.86342557,TRUE,0.644835662,FALSE,,,1.11014464,TRUE
95,portrush_p935_uk,-6.6568,55.207,1.405006644,TRUE,0.659706202,FALSE,1.288983555,TRUE,0.993094662,FALSE
96,portsmouth_p008_uk,-1.1118,50.803,0.793041274,TRUE,0.685887693,TRUE,-0.049281975,FALSE,-0.393579371,FALSE
97,port_bloc_,-1.0616,45.569,0.221185028,FALSE,-0.036606954,FALSE,-0.031200343,FALSE,-0.625535963,TRUE
98,port_camargue_france,4.1264,43.52,0.180115624,TRUE,0.102302213,FALSE,0.156972751,TRUE,0.0253067,FALSE
99,port_stanvac_100a_australia,138.47,-35.108,1.625905169,TRUE,0.17647805,FALSE,,,0.439887299,FALSE
100,port_tudy_,-3.4459,47.644,-0.087515502,FALSE,-0.549308766,TRUE,-0.063357996,FALSE,-0.094820205,FALSE
101,port_vendres_france,3.1075,42.52,0.064174725,FALSE,0.092066896,FALSE,-0.161850777,FALSE,-0.305924743,FALSE
102,ravenna_ravenna_italy,12.283,44.492,0.359645166,FALSE,-0.313718745,FALSE,0.062908156,FALSE,-0.352570114,FALSE
103,ringhals_016_sweden,12.113,57.25,1.502138273,TRUE,1.508715632,TRUE,0.516767013,TRUE,0.860238166,TRUE
104,roervik_005_norway,11.23,64.859,0.268882086,FALSE,0.543030988,FALSE,0.818530284,FALSE,1.136093539,FALSE
105,roscoff_,-3.9657,48.718,-0.090270787,FALSE,-0.487573581,FALSE,-0.095291128,FALSE,-0.038933898,FALSE
106,sagunto_sagunto_spain,-0.206,39.634,0.031793001,FALSE,-0.269520271,FALSE,-0.137741229,FALSE,-0.120746737,FALSE
107,saint_gildas_,-2.2464,47.14,0.193413045,FALSE,-0.234660844,FALSE,0.099578766,FALSE,-0.199783953,FALSE
108,saint_jean_de_luz_so_,-1.6816,43.395,-0.047656788,FALSE,-0.199313123,FALSE,-0.081905496,FALSE,-0.386700404,TRUE
109,saint_malo_,-2.0281,48.641,0.726921117,TRUE,0.409086339,FALSE,0.475068513,TRUE,0.182103915,FALSE
110,saint_nazaire_,-2.2016,47.267,0.375170239,FALSE,-0.071827072,FALSE,0.09416884,FALSE,-0.448041743,FALSE
111,santander_ieo_spain,-3.79,43.461,0.10142801,FALSE,-0.221266672,FALSE,-0.179471243,FALSE,-0.355029923,FALSE
112,sete_france,3.6991,43.398,0.345647295,FALSE,0.257518182,FALSE,-0.035883425,FALSE,-0.254631785,FALSE
113,smogen_020_sweden,11.218,58.354,1.314251541,TRUE,1.536717552,TRUE,1.098402768,TRUE,1.231004883,TRUE
114,solomonsisland_biol.lab.__usa,-76.452,38.317,0.30145199,FALSE,0.269024075,FALSE,-0.119106961,FALSE,-0.306312998,FALSE
115,stenungsund_022_sweden,11.832,58.093,1.499394979,TRUE,1.401046058,TRUE,0.994543493,TRUE,1.236845879,TRUE
116,sthelier_p074_uk,-2.1167,49.183,0.748837078,TRUE,0.643681265,TRUE,0.331390959,FALSE,-0.006994191,FALSE
117,stmarys_p231_uk,-6.3164,49.918,0.011415608,FALSE,-0.401730868,TRUE,-0.020574997,FALSE,-0.449953255,FALSE
118,stornoway_p042_uk,-6.3882,58.208,0.730993126,TRUE,0.844561372,TRUE,0.91324735,TRUE,1.277341363,TRUE
119,taranaki_076a_new_zealand,174.03,-39.05,0.535025778,TRUE,0.301407978,FALSE,,,0.430866013,FALSE
120,tauranga_073a_new_zealand,176.18,-37.65,0.360256882,TRUE,0.155480303,FALSE,,,0.581495323,TRUE
121,tenerife_tenerife_spain,-16.24,28.478,0.270551372,TRUE,0.363435563,TRUE,0.052449581,FALSE,-0.13161589,FALSE
122,thevenard_026_australia,133.65,-32.146,0.941868989,TRUE,0.596210695,FALSE,,,0.918228461,TRUE
123,tobermory_p223_uk,-6.0642,56.623,1.604650938,TRUE,1.015196398,FALSE,0.667630774,TRUE,0.58953933,FALSE
124,toulon_france,5.9131,43.117,-0.022623544,FALSE,-0.126512505,FALSE,0.087901224,FALSE,-0.075701793,FALSE
125,tregde_006_norway,7.5666,58,0.578187466,TRUE,0.415200171,FALSE,0.580195831,TRUE,0.654854935,TRUE
126,trieste_270061_italy,13.75,45.65,0.362841147,FALSE,0.284301565,FALSE,0.15075169,FALSE,-0.190227396,FALSE
127,ullapool_p043_uk,-5.1579,57.895,1.088143821,TRUE,1.693616023,TRUE,1.008616891,TRUE,1.88196591,TRUE
128,valencia_valencia_spain,-0.33,39.46,-0.07487651,FALSE,0.054701843,FALSE,0.019815425,FALSE,0.117354761,FALSE
129,varberg1_024_sweden,12.217,57.1,1.657078835,TRUE,1.762018816,TRUE,0.517266468,TRUE,0.637282517,TRUE
130,"vardo,norway_001",31.1,70.333,0.323183595,FALSE,0.556321717,FALSE,0.709302026,TRUE,1.153018512,TRUE
131,venezia_punta_salute_italy,12.426,45.419,0.393996302,FALSE,0.194500199,FALSE,0.098809479,FALSE,-0.81301337,FALSE
132,victorharbor_027_australia,138.62,-35.553,0.761997262,TRUE,-0.280583956,FALSE,,,0.441585295,FALSE
133,vigo_ieo_spain,-8.7333,42.233,-0.307841645,FALSE,-0.614990438,FALSE,-0.230563392,FALSE,-0.662421013,TRUE
134,viken_025_sweden,12.579,56.142,1.573009054,TRUE,1.312549197,TRUE,1.103315984,TRUE,1.589529865,TRUE
135,villagarcia_villagarcia_spain,-8.77,42.601,-0.361478189,FALSE,-0.96200723,TRUE,-0.259853967,FALSE,-0.727251921,FALSE
136,wakkanai_japan,141.68,45.4,0.233776418,FALSE,0.05790847,FALSE,,,0.589746973,TRUE
137,weymouth_p991_uk,-2.4479,50.608,0.749896058,TRUE,0.450016284,FALSE,0.062061528,FALSE,0.007477776,FALSE
138,whitby_p174_uk,-0.61417,54.49,1.360943112,TRUE,0.470289736,FALSE,1.511985609,TRUE,1.889128197,TRUE
139,wick_p035_uk,-3.0863,58.441,0.8316092,TRUE,0.856303568,TRUE,1.08556122,TRUE,1.404643233,TRUE
140,williamstown_028_australia,144.9,-37.857,0.242546887,FALSE,-0.54563894,TRUE,,,0.14232009,FALSE
141,workington_p217_uk,-3.5676,54.651,1.528359385,TRUE,1.210999558,TRUE,0.732285697,FALSE,0.596455208,FALSE
142,"aasiaat,greenland_001",-52.883,68.71,,,-0.269286883,FALSE,,,,
143,"adak,alaska_040a_usa",-176.63,51.863,,,0.294904909,FALSE,,,0.092797046,FALSE
144,alameda_navalairstation__usa,-122.3,37.772,,,-0.13557656,FALSE,,,-0.228949108,FALSE
145,apalachicola_usa,-84.982,29.727,,,-0.778398589,FALSE,0.522964749,FALSE,1.039764797,TRUE
146,"arena_cove,_ca_573a_usa",-123.71,38.913,,,-0.535027146,FALSE,,,-0.369630754,FALSE
147,"astoria,or_572a_usa",-123.77,46.208,,,-0.210168469,FALSE,,,-0.449873997,FALSE
148,atlantic_city_264a_usa,-74.418,39.355,,,0.34055609,FALSE,0.307902791,FALSE,0.31104151,FALSE
149,ayukawa_japan,141.5,38.3,,,0.118690985,FALSE,,,0.218407547,FALSE
150,baltimore_usa,-76.578,39.267,,,0.218009235,FALSE,-0.000596107,FALSE,0.025202533,FALSE
151,bangor_p662_uk,-5.6695,54.665,,,0.835965188,TRUE,1.441752109,TRUE,1.075640712,TRUE
152,"barharbor,frenchmanbay,me_usa",-68.205,44.392,,,0.040090053,FALSE,,,,
153,"boston,ma_741a_usa",-71.052,42.355,,,-0.102185903,FALSE,0.589824374,TRUE,0.835053951,TRUE
154,bridgeport_usa,-73.182,41.173,,,-0.197389623,FALSE,0.07645369,FALSE,-0.079520608,FALSE
155,cagliari_cagliari_italy,9.1143,39.21,,,-0.452674949,TRUE,-0.100168067,FALSE,-0.214445318,FALSE
156,cambridgeii_usa,-76.068,38.573,,,-0.094057368,FALSE,-0.012535576,FALSE,-0.210335732,FALSE
157,capemay_usa,-74.96,38.968,,,-0.150485905,FALSE,0.178073665,FALSE,0.218574767,FALSE
158,"cape_may,nj_746a_usa",-74.96,38.968,,,0.025652187,FALSE,0.01539177,FALSE,-0.111792292,FALSE
159,cedarkeyii_usa,-83.032,29.135,,,-0.46241909,FALSE,0.319914514,FALSE,0.312805033,FALSE
160,"charleston,or_575a_usa",-124.32,43.345,,,-0.053579948,FALSE,,,,
161,chesapeake_bbt_749a_usa,-76.113,36.967,,,0.344264658,FALSE,0.443965037,FALSE,-0.149031349,FALSE
162,choshigyoko_japan,140.87,35.75,,,0.036456815,FALSE,,,0.09911373,FALSE
163,"clearwater_bch,fl_773a_usa",-82.832,27.977,,,0.940125154,TRUE,0.122876563,FALSE,-0.081463322,FALSE
164,"cordova_b,alaska_583b_usa",-145.75,60.558,,,0.348786902,FALSE,,,0.308732738,FALSE
165,"corpus_cristi,tx_770a_usa",-97.217,27.58,,,0.451373866,TRUE,,,,
166,"crescent_city,ca_556a_usa",-124.18,41.745,,,-0.390952632,FALSE,,,-0.237105365,FALSE
167,dalian_a_630a_china,121.66,38.925,,,-0.440069048,TRUE,,,,
168,"dauphin_island,_al_763a_usa",-88.075,30.25,,,0.516787475,FALSE,0.199351837,FALSE,0.634967764,FALSE
169,"davis,australia_001",78.5,-68,,,0.708517649,TRUE,,,,
170,"duck_pier,nc_260a_usa",-75.74,36.183,,,0.029598935,FALSE,0.259382798,FALSE,0.113316884,FALSE
171,"dutch_harbor_b,ak_041b_usa",-166.54,53.88,,,0.211384289,FALSE,,,0.451209485,TRUE
172,fernandina_beach_240a_usa,-81.467,30.672,,,0.164512259,FALSE,-0.149262015,FALSE,-0.433212337,FALSE
173,"flores,santa_cruz_210a_portugal",-31.168,39.378,,,-0.12643695,FALSE,-0.034593356,FALSE,-0.276014906,FALSE
174,fortmyers_usa,-81.871,26.648,,,0.622960289,TRUE,0.415824763,TRUE,0.39466038,FALSE
175,fortpulaski_usa,-80.902,32.033,,,0.295854487,FALSE,0.053986988,FALSE,-0.231096871,FALSE
176,"fort_pulaski,ga_752a_usa",-80.902,32.033,,,0.11981273,FALSE,-0.071079045,FALSE,-0.29843528,FALSE
177,freeport_usa,-95.308,28.948,,,0.1221329,FALSE,-0.412633077,FALSE,-0.263150037,FALSE
178,fridayharbor_ocean.labs.__usa,-123.01,48.547,,,-0.287179818,FALSE,,,0.168480192,FALSE
179,fuerteventura_fuerteventura_spain,-13.85,28.5,,,0.222305061,TRUE,0.340286132,TRUE,0.272672988,TRUE
180,fukaura_japan,139.93,40.65,,,0.073975217,FALSE,,,0.365974334,TRUE
181,"galveston,pier_21_775a_usa",-94.79,29.287,,,0.268296779,FALSE,-0.310951429,FALSE,-0.046394821,FALSE
182,gisborne_b_078b_new_zealand,178.03,-38.683,,,-0.004947694,FALSE,,,0.545763123,TRUE
183,gloucesterpoint_usa,-76.5,37.247,,,-0.147109379,FALSE,0.16156735,FALSE,0.499378103,FALSE
184,grandisle_usa,-89.957,29.263,,,0.591032375,TRUE,0.042054503,FALSE,0.076780463,FALSE
185,hachinohe_japan,141.53,40.533,,,0.013022769,FALSE,,,0.144199859,FALSE
186,hakodate_japan,140.73,41.783,,,0.205270105,FALSE,,,,
187,hamada_japan,132.07,34.9,,,-0.348249943,FALSE,,,,
188,hanasaki_japan,145.57,43.283,,,-0.039457375,FALSE,,,0.37692809,FALSE
189,hong_kong_b_329b_china,114.2,22.3,,,-0.142896122,FALSE,0.515051775,FALSE,-0.044833841,FALSE
190,"humboldt_bay,_ca_576a_usa",-124.22,40.767,,,-0.486752291,FALSE,,,-0.008789425,FALSE
191,"ilulissat,greenland_001",-51.1,69.217,,,0.001111156,FALSE,,,-0.257660334,FALSE
192,juneau_usa,-134.41,58.298,,,-0.059819934,FALSE,,,-0.052845682,FALSE
193,kanmen_a_632a_china,121.28,28.088,,,0.149706851,FALSE,,,,
194,"ketchikan,ak_571a_usa",-131.63,55.333,,,0.220497797,FALSE,,,-0.163796642,FALSE
195,kiptopekebeach_usa,-75.988,37.165,,,0.068087297,FALSE,0.106204733,FALSE,-0.217287267,FALSE
196,"kodiak_isl.,alaska_039a_usa",-152.51,57.732,,,0.16237959,FALSE,,,0.244108527,FALSE
197,kushiro_japan,144.38,42.967,,,0.111969315,FALSE,0.527255572,TRUE,0.398583664,FALSE
198,l._cornwallis_i._705a_canada,-96.95,75.383,,,0.803649163,TRUE,,,0.517286398,TRUE
199,las_palmas_laspalmas_spain,-15.412,28.141,,,0.372220432,TRUE,0.090106869,FALSE,0.070551047,FALSE
200,"lewes,de_747a_usa",-75.12,38.782,,,0.26210035,FALSE,-0.081889441,FALSE,-0.24986408,FALSE
201,lusi_a_633a_china,121.62,32.133,,,1.39166896,TRUE,,,,
202,lyttelton_667a_new_zealand,172.72,-43.6,,,0.843780655,TRUE,,,0.69766453,TRUE
203,maizuru_japan,135.38,35.467,,,0.066627085,FALSE,,,0.111563118,FALSE
204,malin_head_834a_ireland,-7.3333,55.367,,,0.957610597,TRUE,,,,
205,"maniitsoq,greenland_001",-52.905,65.413,,,0.175188746,FALSE,,,,
206,marsden_point_398a_new_zealand,174.5,-35.833,,,-0.115163832,FALSE,,,0.778247383,TRUE
207,"massacre_bay,ak_550a_usa",173.2,52.833,,,-0.397974885,FALSE,,,-0.015449491,FALSE
208,mawson_177a_australia,62.883,-67.6,,,0.769822721,TRUE,,,,
209,"mayport,fl_753a_usa",-81.432,30.395,,,-0.091794044,FALSE,0.240818925,FALSE,0.092400914,FALSE
210,miyako_japan,141.98,39.65,,,0.116225408,FALSE,,,0.297275524,TRUE
211,"montauk,ny_279a_usa",-71.96,41.048,,,-0.351165917,FALSE,0.159212994,FALSE,-0.160749896,FALSE
212,nantucketisland_usa,-70.097,41.285,,,0.034734781,FALSE,0.103949651,FALSE,-0.094058926,FALSE
213,napier_668a_new_zealand,176.92,-39.483,,,0.058329032,FALSE,,,0.48067917,TRUE
214,"neah_bay,wa_558a_usa",-124.62,48.368,,,0.58378382,TRUE,,,,
215,nelson_077a_new_zealand,173.27,-41.267,,,0.093010355,FALSE,,,0.310295196,TRUE
216,newlondon_usa,-72.09,41.361,,,-0.264465737,FALSE,-0.112549224,FALSE,-0.352127098,FALSE
217,"newport,ri_253a_usa",-71.327,41.505,,,-0.08693046,FALSE,0.337426882,TRUE,0.100510506,FALSE
218,newport_usa,-71.327,41.505,,,0.324966837,FALSE,0.369079172,TRUE,0.165319298,FALSE
219,newyork_thebattery__usa,-74.014,40.701,,,0.154813115,FALSE,0.030812704,FALSE,0.027603762,FALSE
220,"new_london,ct_744a_usa",-72.087,41.355,,,0.082588211,FALSE,0.022053248,FALSE,-0.321210057,FALSE
221,"new_york,ny_745a_usa",-74.015,40.7,,,-0.137215848,FALSE,-0.0196778,FALSE,0.179263592,FALSE
222,"nome,ak_595a_usa",-165.43,64.5,,,2.514762855,TRUE,,,1.046983169,FALSE
223,noto_japan,137.15,37.5,,,0.034378877,FALSE,,,0.11234788,FALSE
224,ofunato_japan,141.72,39.067,,,-0.175666298,FALSE,,,0.204782429,TRUE
225,onahama_japan,140.9,36.933,,,0.242653819,FALSE,,,-0.09069285,FALSE
226,otaru_japan,141,43.2,,,0.370940938,FALSE,-0.102499325,FALSE,0.191641638,FALSE
