the_geom,cartodb_id,location_zipcode,precinct,neighborhood_services_district,city_council_district,fire_district,source,location_street_name,land_usage,ward,neighborhood,police_district,pwd_district,location,department,queue,type,reason,subject,case_title,closure_reason,case_status,closed_dt,open_dt,longitude,latitude,case_enquiry_id
0101000020E610000092955F0663C851C0F1BDBF417B2D4540,437,2134,2104,15,9,11,Constituent Call,15A Linden St,R4,Ward 21,Allston / Brighton,D14,04,15A Linden St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/19/2014 01:30:06 PM,-71.131044,42.355324,101001153326
0101000020E61000001EDC9DB5DBC851C0F775E09C112D4540,438,2134,2106,15,9,11,Constituent Call,21 Imrie Rd,R2,Ward 21,Allston / Brighton,D14,04,21 Imrie Rd  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/19/2014 01:20:04 PM,-71.13841,42.3521,101001153306
0101000020E6100000384A5E9D63C851C084D382177D2D4540,439,2134,2104,15,9,11,Constituent Call,15 Linden St,R4,Ward 21,Allston / Brighton,D14,04,15 Linden St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/19/2014 01:26:31 PM,-71.13108,42.35538,101001153316
0101000020E6100000AC8BDB6800C951C03737A6272C2D4540,440,2134,2106,15,9,11,Constituent Call,27 Gordon St,R1,Ward 21,Allston / Brighton,D14,04,27 Gordon St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/19/2014 01:15:04 PM,-71.14065,42.35291,101001153298
0101000020E6100000FFCF61BEBCC451C0DE54A4C2D8264540,441,2121,1404,8,4,7,Constituent Call,82 Rosseter St,R3,Ward 14,Dorchester,C11,03,82 Rosseter St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 01:26:32 PM,-71.07402,42.30349,101001154189
0101000020E61000001AA3755435C551C03997E2AAB2274540,442,2121,1401,13,4,7,Constituent Call,8 Stanwood St,R2,Ward 14,Roxbury,B2,03,8 Stanwood St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 09:45:01 AM,-71.08138,42.31014,101001153938
0101000020E61000003737A6272CC151C00C3CF71E2E314540,443,2128,111,1,1,1,Constituent Call,83 Byron St,R1,Ward 1,East Boston,A7,09,83 Byron St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 04:48:53 PM,-71.01832,42.38422,101001154365
0101000020E6100000444C89247AC351C0D9EBDD1FEF254540,444,2122,1602,7,3,7,Self Service,10-12 Manley St,R3,Ward 16,Dorchester,C11,07,10-12 Manley St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 05:35:22 PM,-71.05433,42.29636,101001154396
0101000020E61000009FABADD85FC451C04512BD8C62294540,445,2119,806,13,7,7,Constituent Call,54 Marshfield St,R3,Ward 8,Roxbury,B2,03,54 Marshfield St  Roxbury  MA  02119,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 08:25:41 AM,-71.06835,42.32332,101001153778
0101000020E61000006553AEF02EC151C0BE6A65C22F314540,446,2128,111,1,1,1,Constituent Call,79 Byron St,R3,Ward 1,East Boston,A7,09,79 Byron St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 07:56:10 AM,-71.01849,42.38427,101001153710
0101000020E6100000BF266BD443C451C0181C25AFCE2D4540,447,2108,503,14,8,3,Constituent Call,9 Chestnut St,R1,Ward 5,Beacon Hill,A1,1B,9 Chestnut St  Boston  MA  02108,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 03:00:46 PM,-71.06664,42.35787,101001154280
0101000020E6100000B51A12F758C851C0E8BCC62E512D4540,448,2134,2104,15,9,11,Constituent Call,43-55 Linden St,A,Ward 21,Allston / Brighton,D14,04,43-55 Linden St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 02:15:13 PM,-71.13043,42.35404,101001154247
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,449,2130,1107,11,6,9,Self Service,3371-3373 Washington St,,11,Jamaica Plain,E13,02,3371-3373 Washington St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 07:52:12 PM,-71.0587,42.3594,101001154450
0101000020E61000001C9947FE60C451C0BDFBE3BD6A294540,450,2119,806,13,7,7,Constituent Call,89 Burrell St,R3,Ward 8,Roxbury,B2,03,89 Burrell St  Roxbury  MA  02119,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 08:30:31 AM,-71.06842,42.32357,101001153788
0101000020E61000005114E81379C451C0739D465A2A2B4540,451,2118,802,6,2,4,Constituent Call,93 E Brookline St,R4,Ward 8,South End,D4,1C,93 E Brookline St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 08:29:06 AM,-71.06989,42.33723,101001153785
0101000020E6100000261E5036E5CA51C080EECB99ED2C4540,452,2135,2204,15,9,11,Self Service,9-11 Tip Top St,R2,Ward 22,Allston / Brighton,D14,04,9-11 Tip Top St  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 07:42:07 PM,-71.17024,42.351001,101001154443
0101000020E61000001EA4A7C821C351C0CAC51858C7274540,453,2125,1310,7,3,7,Constituent Call,0 Caspian Way,E,Ward 13,Dorchester,C11,03,0 Caspian Way  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 02:40:03 PM,-71.048937,42.310771,101001154265
0101000020E61000000E2DB29DEFC751C066614F3BFC2D4540,454,2134,2201,15,9,11,Self Service,9 Seattle St,R1,Ward 22,Allston / Brighton,D14,04,9 Seattle St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/20/2014 05:17:03 PM,-71.124,42.35926,101001154389
0101000020E6100000992A1895D4C351C06AFB57569A284540,455,2125,1306,7,3,7,Constituent Call,12 Hinckley St,R2,Ward 13,Dorchester,C11,03,12 Hinckley St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/21/2014 10:51:38 AM,-71.05985,42.31721,101001154763
0101000020E6100000C6DCB5847CC451C0C8CD70033E2B4540,456,2118,801,6,2,4,Constituent Call,74 E Brookline St,R4,Ward 8,South End,D4,1C,74 E Brookline St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/21/2014 02:22:13 PM,-71.0701,42.33783,101001154998
0101000020E61000003CBD529621C451C0F831E6AE25244540,457,2124,1608,7,3,8,Constituent Call,14 Van Winkle St,R2,Ward 16,Dorchester,C11,07,14 Van Winkle St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/21/2014 11:06:36 AM,-71.06455,42.2824,101001154781
0101000020E6100000050DFD135CC451C0478FDFDBF42B4540,458,2118,307,4,2,4,Self Service,250-250A Shawmut Ave,R3,Ward 3,South End,D4,1C,250-250A Shawmut Ave  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/21/2014 09:39:52 PM,-71.06812,42.34341,101001155224
0101000020E6100000EACE13CFD9C451C06475ABE7A42B4540,459,2118,901,6,2,4,Constituent Call,85-91 W Newton St,RC,Ward 9,South End,D4,1C,85-91 W Newton St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/21/2014 09:19:56 AM,-71.075794,42.34097,101001154651
0101000020E610000085B1852007C151C04B4F58E201314540,460,2128,111,1,1,1,Constituent Call,94 Horace St,E,Ward 1,East Boston,A7,09,94 Horace St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/21/2014 10:13:26 AM,-71.01606,42.38287,101001154721
